areaName,longitude,latitude,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
秦淮,118.8172207,32.00796914,31057,2,1,2,1,58.28,1,2,2,0,70,181
江宁,118.8354182,31.86397143,43532,3,2,3,1,129.79,1,3,1,1,70,565
建邺,118.7133418,32.01251821,28732,2,1,2,1,58.82,1,2,2,0,70,169
建邺,118.7133418,32.01251821,44830,2,2,3,1,84.32,0,3,2,1,70,378
江宁,118.8354182,31.86397143,31909,3,2,1,1,119.09,1,3,2,1,70,380
鼓楼,114.3419056,34.79798255,40772,2,1,2,1,63.77,1,3,5,1,70,260
玄武,118.8489373,32.07176566,26413,3,2,1,1,87.08,0,3,3,1,70,230
建邺,118.7133418,32.01251821,34655,2,2,1,1,74.45,0,2,2,0,70,258
秦淮,118.8172207,32.00796914,31107,2,1,2,1,65.26,1,3,2,0,70,203
秦淮,118.8172207,32.00796914,46344,3,1,2,1,59.34,0,3,2,0,70,275
浦口,118.5691248,32.0590623,19334,2,2,3,1,75,1,3,2,1,70,145
浦口,118.5691248,32.0590623,22866,2,2,3,1,85.28,1,3,2,1,70,195
浦口,118.5691248,32.0590623,24467,3,2,3,1,114.4,0,2,2,1,70,279.9
江宁,118.8354182,31.86397143,30705,4,2,2,1,133.53,0,3,1.5,1,70,410
雨花台,118.7219786,31.95455211,25810,2,1,3,1,50.37,1,2,2,0,70,130
浦口,118.5691248,32.0590623,24160,3,2,1,1,125,1,3,1.333333333,1,70,302
秦淮,118.8172207,32.00796914,67023,2,1,3,1,33.69,0,2,3,0,70,225.8
玄武,118.8489373,32.07176566,30877,2,1,3,1,66.07,0,2,3,1,70,204
秦淮,118.8172207,32.00796914,65335,2,1,3,1,37.04,1,3,3,0,70,242
江宁,118.8354182,31.86397143,19940,2,1,2,1,69.46,1,3,50,1,70,138.5
浦口,118.5691248,32.0590623,22074,2,2,2,1,94.23,1,3,1.5,1,70,208
玄武,118.8489373,32.07176566,29370,2,1,2,1,48.69,0,3,3,0,70,143
江宁,118.8354182,31.86397143,27291,2,2,3,暂无数据,86.11,0,3,2,0,70,235
江宁,118.8354182,31.86397143,34467,2,1,3,1,65.28,0,2,1.5,1,70,225
鼓楼,114.3419056,34.79798255,40163,2,1,2,1,54.28,0,3,3,0,70,218
雨花台,118.7219786,31.95455211,46995,2,2,2,1,91.5,0,3,2,1,70,430
江宁,118.8354182,31.86397143,23229,3,2,3,1,109.78,0,3,2,0,70,255
雨花台,118.7219786,31.95455211,32759,1,1,2,1,58,0,3,25,1,70,190
建邺,118.7133418,32.01251821,28637,2,1,3,1,48.19,0,2,2,0,70,138
浦口,118.5691248,32.0590623,20500,4,2,2,暂无数据,138.54,1,1,2,1,70,284
鼓楼,114.3419056,34.79798255,28794,2,1,2,1,58,0,3,2,0,70,167
雨花台,118.7219786,31.95455211,52306,2,2,2,2,48.37,0,3,50,1,70,253
雨花台,118.7219786,31.95455211,38883,3,1,1,1,123.45,0,3,1.5,1,70,480
秦淮,118.8172207,32.00796914,68486,1,1,1,3,37.38,0,3,10,1,70,256
玄武,118.8489373,32.07176566,26688,2,1,2,1,58.08,1,2,2,0,70,155
建邺,118.7133418,32.01251821,59578,3,2,2,1,122.53,0,3,2,1,70,730
玄武,118.8489373,32.07176566,24838,2,1,3,1,64.42,0,2,2,0,70,160
浦口,118.5691248,32.0590623,21658,3,2,2,1,119.13,1,3,2,0,70,258
江宁,118.8354182,31.86397143,27932,2,1,1,暂无数据,75.9,1,3,4,1,70,212
建邺,118.7133418,32.01251821,34794,3,1,1,1,114.39,0,3,2,1,70,398
江宁,118.8354182,31.86397143,16887,3,2,1,暂无数据,100.67,0,其他,2,0,70,170
建邺,118.7133418,32.01251821,56558,2,1,1,1,94.24,0,2,1.5,1,70,533
秦淮,118.8172207,32.00796914,37822,2,1,3,1,46.27,0,2,5,0,70,175
鼓楼,114.3419056,34.79798255,26480,2,2,2,1,64.2,0,2,3,0,70,170
溧水,119.0395509,31.59098879,11169,2,2,3,1,77,1,1,2,1,70,86
鼓楼,114.3419056,34.79798255,33209,1,1,1,1,40.05,1,2,3,0,70,133
秦淮,118.8172207,32.00796914,36022,1,1,3,3,49.97,0,3,50,1,70,180
秦淮,118.8172207,32.00796914,27121,1,1,2,1,40.56,0,1,2,0,70,110
江宁,118.8354182,31.86397143,29317,1,1,2,1,58.67,0,3,4,1,70,172
雨花台,118.7219786,31.95455211,24442,1,1,3,1,52.37,1,2,100,1,70,128
秦淮,118.8172207,32.00796914,27625,2,1,3,1,50.68,0,2,2,0,70,140
浦口,118.5691248,32.0590623,27547,2,2,1,1,81.68,0,3,3,1,70,225
栖霞,118.9637248,32.16942426,36599,4,2,3,1,128.42,0,3,2,1,70,470
江宁,118.8354182,31.86397143,31282,2,2,3,1,79.28,0,2,2,1,70,248
栖霞,118.9637248,32.16942426,26226,2,1,1,1,54.45,1,2,2,0,70,142.8
江宁,118.8354182,31.86397143,29423,3,2,2,暂无数据,105.02,0,2,2,1,70,309
鼓楼,114.3419056,34.79798255,27107,2,1,2,1,92.23,1,3,2,1,70,250
秦淮,118.8172207,32.00796914,65282,1,1,2,1,33.7,1,2,6,0,70,220
江宁,118.8354182,31.86397143,23973,2,2,3,1,81.97,1,3,2,0,70,196.5
江宁,118.8354182,31.86397143,27223,2,2,3,暂无数据,48.49,1,3,14.66666667,1,70,132
秦淮,118.8172207,32.00796914,36635,2,2,2,1,79.16,0,2,3,0,70,290
鼓楼,114.3419056,34.79798255,42154,2,1,2,1,61.68,0,2,3,0,70,260
江宁,118.8354182,31.86397143,26643,4,2,3,1,137,1,1,1,1,70,365
浦口,118.5691248,32.0590623,23742,3,2,1,1,73.71,0,3,2,1,70,175
江宁,118.8354182,31.86397143,26243,2,1,2,1,78.5,1,2,1.5,1,70,206
江宁,118.8354182,31.86397143,28880,2,2,1,1,90.03,1,3,4,1,70,260
江宁,118.8354182,31.86397143,28176,1,1,3,1,46.14,0,3,20,1,70,130
江宁,118.8354182,31.86397143,25621,2,2,2,1,88.99,0,2,2,0,70,228
建邺,118.7133418,32.01251821,39473,3,2,3,1,134.27,0,2,2,1,70,530
江宁,118.8354182,31.86397143,30289,2,2,1,1,81.22,1,3,2,1,70,246
浦口,118.5691248,32.0590623,27760,3,2,1,1,90.78,1,3,1,1,70,252
鼓楼,114.3419056,34.79798255,61231,2,1,2,1,63.53,0,2,2,1,70,389
江宁,118.8354182,31.86397143,31705,1,1,1,1,50.15,1,3,3,0,70,159
鼓楼,114.3419056,34.79798255,30172,3,1,3,1,64.63,0,1,3,0,70,195
鼓楼,114.3419056,34.79798255,43236,2,1,1,1,60.83,0,2,2,0,70,263
江宁,118.8354182,31.86397143,29904,3,2,2,暂无数据,138.78,0,2,1,1,70,415
秦淮,118.8172207,32.00796914,25381,3,1,3,1,57.13,0,3,4,1,70,145
浦口,118.5691248,32.0590623,35835,4,2,3,1,142.32,0,3,1.5,1,70,510
玄武,118.8489373,32.07176566,29817,3,1,3,1,69.76,0,2,2,0,70,208
浦口,118.5691248,32.0590623,23630,3,2,2,1,79.14,0,3,2,1,70,187
江宁,118.8354182,31.86397143,24696,1,2,2,1,61.55,1,1,3,0,70,152
秦淮,118.8172207,32.00796914,23826,2,1,3,1,74.71,0,2,5,1,70,178
浦口,118.5691248,32.0590623,26899,2,2,2,1,88.48,0,2,1.5,1,70,238
鼓楼,114.3419056,34.79798255,32700,2,1,2,1,67.28,0,3,3,1,70,220
鼓楼,114.3419056,34.79798255,34609,2,1,2,1,63.28,0,3,7,0,70,219
秦淮,118.8172207,32.00796914,39165,3,1,3,1,57.45,1,1,3,0,70,225
鼓楼,114.3419056,34.79798255,82076,2,2,2,1,72.86,1,3,2,0,70,598
鼓楼,114.3419056,34.79798255,25851,2,1,3,1,53.77,1,2,3,0,70,139
秦淮,118.8172207,32.00796914,59145,2,1,2,1,43.96,0,3,2,0,70,260
雨花台,118.7219786,31.95455211,37466,2,2,2,1,78.74,1,3,1.5,1,70,295
鼓楼,114.3419056,34.79798255,29738,3,1,2,1,65.91,0,3,2,0,70,196
浦口,118.5691248,32.0590623,26564,2,2,1,1,82.82,1,3,1.5,1,70,220
秦淮,118.8172207,32.00796914,36652,3,1,2,1,92.22,0,3,4,1,70,338
建邺,118.7133418,32.01251821,57816,2,1,1,1,96.86,1,3,1.5,1,70,560
江宁,118.8354182,31.86397143,24894,3,2,2,1,98.42,0,3,2,1,70,245
浦口,118.5691248,32.0590623,24983,3,2,3,暂无数据,116,0,3,2,1,70,289.8
秦淮,118.8172207,32.00796914,33261,2,1,3,1,50.21,0,2,2,0,70,167
雨花台,118.7219786,31.95455211,28958,1,1,3,1,51.8,1,2,100,1,70,150
鼓楼,114.3419056,34.79798255,57645,3,1,1,1,79.8,0,3,2,0,70,460
江宁,118.8354182,31.86397143,28029,2,2,1,1,88.48,1,3,2,1,70,248
江宁,118.8354182,31.86397143,27111,1,1,2,1,38.73,0,3,2,1,70,105
雨花台,118.7219786,31.95455211,26862,2,1,3,1,55.47,0,2,2,0,70,149
浦口,118.5691248,32.0590623,23233,2,2,1,1,80.92,0,3,2,0,70,188
鼓楼,114.3419056,34.79798255,29670,3,1,2,1,70.78,0,2,2,0,70,210
江宁,118.8354182,31.86397143,24286,2,2,2,1,77,1,3,2,0,70,187
江宁,118.8354182,31.86397143,20259,3,2,2,1,88.85,0,3,2,0,70,180
秦淮,118.8172207,32.00796914,28563,2,1,3,1,63.37,1,3,2,0,70,181
雨花台,118.7219786,31.95455211,28327,2,1,2,1,50.13,0,2,3,0,70,142
江宁,118.8354182,31.86397143,20452,1,1,2,1,56.23,0,2,70,1,70,115
秦淮,118.8172207,32.00796914,39349,3,2,3,1,91.49,1,3,4,暂无数据,70,360
江宁,118.8354182,31.86397143,29472,2,2,1,1,68.54,0,3,2,0,70,202
建邺,118.7133418,32.01251821,31109,2,1,2,1,50.79,0,3,3,0,70,158
浦口,118.5691248,32.0590623,29107,3,1,3,1,111.66,0,3,1.5,1,70,325
江宁,118.8354182,31.86397143,37996,3,2,2,1,90.8,0,3,2,1,70,345
栖霞,118.9637248,32.16942426,26551,3,1,3,1,85.12,1,2,2,0,70,226
秦淮,118.8172207,32.00796914,25815,3,1,3,2,81.35,0,2,2,0,70,210
六合,118.848166,32.40064024,13008,2,1,2,1,69.19,0,3,2,暂无数据,70,90
栖霞,118.9637248,32.16942426,30212,2,2,3,1,86.06,0,2,3,1,70,260
六合,118.848166,32.40064024,13526,3,2,1,暂无数据,114.6,0,3,1,1,70,155
玄武,118.8489373,32.07176566,72100,1,0,1,1,33.01,0,2,2,0,70,238
栖霞,118.9637248,32.16942426,32475,3,2,2,1,97,1,3,2,1,70,315
浦口,118.5691248,32.0590623,27551,3,2,3,1,116.15,1,3,1.333333333,1,70,320
江宁,118.8354182,31.86397143,30495,3,2,3,1,86.9,0,3,2,0,70,265
秦淮,118.8172207,32.00796914,34958,1,1,2,1,44.34,0,3,50,1,70,155
秦淮,118.8172207,32.00796914,23740,3,2,3,2,91.83,0,2,2,0,70,218
鼓楼,114.3419056,34.79798255,26506,2,1,3,1,69.42,0,2,3,1,70,184
雨花台,118.7219786,31.95455211,35143,1,1,3,1,58.05,1,2,4,1,70,204
江宁,118.8354182,31.86397143,31403,2,2,2,1,85.98,1,3,2.5,1,70,270
浦口,118.5691248,32.0590623,22614,2,2,3,1,73.85,1,3,3,1,70,167
雨花台,118.7219786,31.95455211,25544,2,2,3,1,84.17,1,3,2,1,70,215
玄武,118.8489373,32.07176566,32489,3,1,2,1,63.1,0,2,2,0,70,205
江宁,118.8354182,31.86397143,37063,3,2,2,1,87.69,1,3,2,1,70,325
秦淮,118.8172207,32.00796914,28631,2,1,2,1,67.41,0,3,2,0,70,193
雨花台,118.7219786,31.95455211,33454,2,2,1,1,91.17,1,3,2,1,70,305
鼓楼,114.3419056,34.79798255,31006,1,1,3,1,57.41,0,3,4.333333333,1,70,178
秦淮,118.8172207,32.00796914,42748,3,2,1,1,105.27,1,3,4,暂无数据,70,450
江宁,118.8354182,31.86397143,28073,1,1,1,1,37.76,0,3,14.66666667,1,70,106
江宁,118.8354182,31.86397143,22700,1,1,1,1,49.34,1,3,7.75,1,70,112
建邺,118.7133418,32.01251821,34964,3,1,3,3,78.94,1,2,2,0,70,276
江宁,118.8354182,31.86397143,27803,2,2,1,1,90.28,1,3,2,0,70,251
江宁,118.8354182,31.86397143,28356,2,2,2,1,89.93,0,3,2,1,70,255
秦淮,118.8172207,32.00796914,43151,3,1,2,1,76.94,0,3,2,暂无数据,70,332
栖霞,118.9637248,32.16942426,25324,2,1,1,1,57.26,0,2,2,0,70,145
江宁,118.8354182,31.86397143,24785,2,1,2,1,92.8,0,2,1.5,1,70,230
江宁,118.8354182,31.86397143,22888,2,1,3,1,58.11,0,2,18.5,1,70,133
鼓楼,114.3419056,34.79798255,66213,2,1,3,1,51.35,0,2,3,0,70,340
栖霞,118.9637248,32.16942426,34168,2,1,2,1,88.68,0,2,1,1,70,303
江宁,118.8354182,31.86397143,37156,3,2,1,1,109.27,0,3,2,1,70,406
江宁,118.8354182,31.86397143,21518,2,1,3,1,76.68,0,3,2,1,70,165
浦口,118.5691248,32.0590623,28119,3,2,3,1,94.6,1,3,1.333333333,1,70,266
江宁,118.8354182,31.86397143,18410,3,2,3,1,118.96,0,2,2,1,70,219
江宁,118.8354182,31.86397143,39598,3,2,3,1,112.38,0,3,2,1,70,445
江宁,118.8354182,31.86397143,22232,4,2,3,1,125.05,1,3,2,1,70,278
江宁,118.8354182,31.86397143,19158,3,2,1,1,87.17,0,3,2,1,70,167
浦口,118.5691248,32.0590623,21643,3,2,1,1,99.34,0,2,2,0,70,215
浦口,118.5691248,32.0590623,21825,3,2,2,1,109.97,0,2,1.5,1,70,240
江宁,118.8354182,31.86397143,28944,2,2,2,1,76.01,1,3,4,1,70,220
建邺,118.7133418,32.01251821,37793,2,1,1,1,92.61,0,3,2,1,70,350
建邺,118.7133418,32.01251821,36302,2,1,3,1,76.03,0,2,2,0,70,276
江宁,118.8354182,31.86397143,30883,2,1,2,1,68,1,3,2,1,70,210
鼓楼,114.3419056,34.79798255,37182,2,2,3,1,84.72,0,3,2,1,70,315
鼓楼,114.3419056,34.79798255,40371,2,1,3,1,73.32,1,2,2,0,70,296
雨花台,118.7219786,31.95455211,39719,3,2,1,1,140.49,1,3,2,1,70,558
江宁,118.8354182,31.86397143,28150,2,2,2,1,85.26,0,3,20,1,70,240
雨花台,118.7219786,31.95455211,22144,3,2,3,1,92.58,0,2,3,1,70,205
江宁,118.8354182,31.86397143,27368,1,1,1,1,50.06,0,2,4,1,70,137
溧水,119.0395509,31.59098879,13484,3,2,3,1,117.18,0,3,4,暂无数据,70,158
栖霞,118.9637248,32.16942426,31730,2,1,2,1,86.67,0,1,2,1,70,275
浦口,118.5691248,32.0590623,23571,2,2,2,1,79.76,0,3,2,0,70,188
江宁,118.8354182,31.86397143,23807,2,2,1,1,78.97,1,1,1,1,70,188
秦淮,118.8172207,32.00796914,46026,2,1,2,1,68.44,1,2,2,0,70,315
雨花台,118.7219786,31.95455211,24854,2,1,2,1,73.63,1,3,2,0,70,183
鼓楼,114.3419056,34.79798255,31068,2,2,2,1,77.25,0,2,2,0,70,240
浦口,118.5691248,32.0590623,21890,3,2,1,1,98.22,1,1,2.5,1,70,215
秦淮,118.8172207,32.00796914,51275,3,1,2,暂无数据,63.97,0,2,2,1,70,328
江宁,118.8354182,31.86397143,29724,2,1,3,1,67.96,0,3,2,0,70,202
江宁,118.8354182,31.86397143,27956,2,1,1,1,85.85,1,1,1.5,1,70,240
江宁,118.8354182,31.86397143,41031,3,2,2,1,97,0,3,2.5,1,70,398
鼓楼,114.3419056,34.79798255,56769,1,1,2,1,45.8,0,2,4,0,70,260
江宁,118.8354182,31.86397143,30415,2,1,2,2,62.47,0,3,15,1,70,190
江宁,118.8354182,31.86397143,35531,2,2,3,1,74.02,1,3,2.5,1,70,263
江宁,118.8354182,31.86397143,32120,2,1,1,1,53.55,1,2,4,1,70,172
江宁,118.8354182,31.86397143,29890,3,2,1,1,139.85,0,3,2,1,70,418
江宁,118.8354182,31.86397143,41409,3,2,1,1,84.04,1,3,2,1,70,348
江宁,118.8354182,31.86397143,22114,2,2,2,1,77.78,1,1,2,1,70,172
雨花台,118.7219786,31.95455211,41935,3,2,2,1,132.35,0,3,2,1,70,555
玄武,118.8489373,32.07176566,30233,3,1,1,1,68.8,0,2,2,0,70,208
浦口,118.5691248,32.0590623,24289,2,1,2,暂无数据,69.58,1,3,2,1,70,169
玄武,118.8489373,32.07176566,33777,3,2,3,1,88.82,0,2,2,1,70,300
江宁,118.8354182,31.86397143,27190,3,2,1,1,113.28,0,1,2,1,70,308
浦口,118.5691248,32.0590623,23120,3,2,2,1,88.67,0,1,2,1,70,205
浦口,118.5691248,32.0590623,26156,3,2,2,1,93.67,1,其他,2,1,70,245
江宁,118.8354182,31.86397143,28972,3,2,1,1,126.33,1,3,1.5,1,70,366
浦口,118.5691248,32.0590623,25099,3,2,1,1,121.52,0,2,1.5,1,70,305
六合,118.848166,32.40064024,12616,3,1,3,1,91.95,0,3,1.5,1,70,116
鼓楼,114.3419056,34.79798255,24106,3,1,2,1,64.3,0,2,2,0,70,155
鼓楼,114.3419056,34.79798255,68614,2,1,2,1,56.84,0,2,2,0,70,390
雨花台,118.7219786,31.95455211,32263,2,1,1,2,68.5,1,3,100,1,70,221
雨花台,118.7219786,31.95455211,41940,3,2,2,1,119.22,1,3,1,1,70,500
江宁,118.8354182,31.86397143,20391,2,1,2,1,69.64,0,3,50,1,70,142
雨花台,118.7219786,31.95455211,41410,3,2,1,1,123.16,0,2,2,1,70,510
玄武,118.8489373,32.07176566,29504,2,1,2,1,54.23,1,3,2,0,70,160
江宁,118.8354182,31.86397143,12308,2,1,3,1,65,0,3,2,0,70,80
玄武,118.8489373,32.07176566,24505,2,1,2,1,55.5,0,2,2,0,70,136
秦淮,118.8172207,32.00796914,28872,1,1,2,1,41.91,0,2,3,0,70,121
浦口,118.5691248,32.0590623,24231,2,2,1,1,78.33,0,3,2,1,70,189.8
雨花台,118.7219786,31.95455211,30062,3,1,2,1,71.52,1,2,2,0,70,215
雨花台,118.7219786,31.95455211,36121,2,1,2,2,49.28,1,3,10.16666667,1,70,178
秦淮,118.8172207,32.00796914,39248,3,1,2,1,93,1,3,4,暂无数据,70,365
玄武,118.8489373,32.07176566,29603,3,2,1,1,104.72,0,3,2,1,70,310
鼓楼,114.3419056,34.79798255,37698,2,1,1,1,54.38,0,2,3,0,70,205
栖霞,118.9637248,32.16942426,32289,2,2,2,1,83.62,0,3,2,0,70,270
江宁,118.8354182,31.86397143,22329,2,2,1,错层,95.84,0,3,2,0,70,214
玄武,118.8489373,32.07176566,23760,3,1,3,1,75.76,0,3,2,0,70,180
江宁,118.8354182,31.86397143,31664,2,2,1,1,111.17,0,3,2,1,70,352
江宁,118.8354182,31.86397143,28903,2,1,2,1,78.54,0,3,8,0,70,227
建邺,118.7133418,32.01251821,71672,1,1,3,暂无数据,55.81,1,3,3,1,70,400
栖霞,118.9637248,32.16942426,22324,3,1,2,1,83.77,0,其他,2,0,70,187
秦淮,118.8172207,32.00796914,29119,2,2,2,1,85.17,0,2,2,1,70,248
浦口,118.5691248,32.0590623,21213,2,1,3,1,120.21,0,3,1,1,70,255
江宁,118.8354182,31.86397143,27907,1,2,2,1,58.41,0,2,2,0,70,163
鼓楼,114.3419056,34.79798255,27172,2,1,2,1,93.85,0,3,2,1,70,255
江宁,118.8354182,31.86397143,34239,3,1,3,2,83.24,1,2,2,1,70,285
玄武,118.8489373,32.07176566,35115,2,1,1,1,79.17,0,3,3,1,70,278
鼓楼,114.3419056,34.79798255,35558,2,1,1,1,47.81,0,2,2,0,70,170
江宁,118.8354182,31.86397143,31340,2,1,3,1,76.58,1,3,50,1,70,240
雨花台,118.7219786,31.95455211,30264,2,2,2,1,91.2,1,3,1.5,1,70,276
江宁,118.8354182,31.86397143,21943,3,2,3,1,107.1,0,3,2,0,70,235
江宁,118.8354182,31.86397143,17262,3,2,3,1,84,0,3,6,1,70,145
栖霞,118.9637248,32.16942426,35727,3,2,3,1,87.33,0,3,1,1,70,312
玄武,118.8489373,32.07176566,26066,2,1,1,1,52.56,0,2,3,0,70,137
浦口,118.5691248,32.0590623,22033,3,2,2,1,126.63,0,2,1.5,1,70,279
江宁,118.8354182,31.86397143,18355,2,2,2,1,79,1,1,4,1,70,145
栖霞,118.9637248,32.16942426,25597,3,1,2,1,86.34,1,1,4,暂无数据,70,221
鼓楼,114.3419056,34.79798255,32014,2,1,2,1,59.35,0,3,3,0,70,190
浦口,118.5691248,32.0590623,26659,2,2,1,暂无数据,86.65,0,3,2,1,70,231
鼓楼,114.3419056,34.79798255,29087,1,1,2,1,38.85,1,1,3,0,70,113
建邺,118.7133418,32.01251821,41852,3,2,1,1,121.86,0,3,1.5,1,70,510
江宁,118.8354182,31.86397143,35401,3,2,3,1,88.7,1,3,2,1,70,314
江宁,118.8354182,31.86397143,19690,2,1,3,1,65.01,1,3,3,1,70,128
鼓楼,114.3419056,34.79798255,79522,2,1,1,1,66.02,0,2,4,1,70,525
建邺,118.7133418,32.01251821,35144,2,2,1,暂无数据,88.21,0,3,2,0,70,310
江宁,118.8354182,31.86397143,26977,3,2,3,1,90.82,1,3,2,1,70,245
秦淮,118.8172207,32.00796914,48139,2,1,2,1,57.75,0,2,5,1,70,278
浦口,118.5691248,32.0590623,21414,3,2,2,1,92,0,3,2,1,70,197
江宁,118.8354182,31.86397143,21936,4,2,2,1,125.37,0,2,2,0,70,275
秦淮,118.8172207,32.00796914,38014,3,1,3,1,67.87,1,3,2,0,70,258
浦口,118.5691248,32.0590623,23938,3,1,2,1,87.73,1,2,2,1,70,210
江宁,118.8354182,31.86397143,16236,2,1,1,1,85,0,1,4,1,70,138
建邺,118.7133418,32.01251821,40864,3,2,3,1,119.91,0,2,2,1,70,490
秦淮,118.8172207,32.00796914,27151,2,1,3,暂无数据,65.56,0,3,2,0,70,178
秦淮,118.8172207,32.00796914,39146,3,1,3,暂无数据,64.63,0,3,2,0,70,253
江宁,118.8354182,31.86397143,27841,3,2,1,1,88,1,3,6,0,70,245
秦淮,118.8172207,32.00796914,41874,3,1,3,1,64.48,0,2,3,0,70,270
秦淮,118.8172207,32.00796914,25448,1,1,1,1,53.05,0,2,17,1,70,135
江宁,118.8354182,31.86397143,24753,2,2,3,1,84.84,0,3,2,1,70,210
鼓楼,114.3419056,34.79798255,42459,3,2,1,1,155.21,0,3,1.5,1,70,659
浦口,118.5691248,32.0590623,21094,2,2,1,1,89.6,0,3,2,0,70,189
建邺,118.7133418,32.01251821,47941,3,2,3,1,121.4,1,1,2,1,70,582
栖霞,118.9637248,32.16942426,34525,3,2,2,1,90.37,1,3,2,1,70,312
江宁,118.8354182,31.86397143,26438,2,2,3,1,80.19,0,3,4,暂无数据,70,212
秦淮,118.8172207,32.00796914,29368,2,1,2,1,59.59,1,2,2,0,70,175
溧水,119.0395509,31.59098879,11539,2,2,3,1,91,1,3,2,0,70,105
江宁,118.8354182,31.86397143,27846,1,1,1,1,49.56,0,2,4,0,70,138
江宁,118.8354182,31.86397143,17185,3,2,2,1,96.6,0,3,4,1,70,166
江宁,118.8354182,31.86397143,20300,3,2,3,2,100.99,1,3,2,0,70,205
建邺,118.7133418,32.01251821,33292,3,2,2,1,79.6,0,3,2,0,70,265
江宁,118.8354182,31.86397143,26999,3,2,2,错层,105.93,0,3,2,0,70,286
江宁,118.8354182,31.86397143,22485,5,2,3,暂无数据,189.46,1,3,4,1,70,426
鼓楼,114.3419056,34.79798255,27865,5,2,2,2,114.84,0,3,2,0,70,320
江宁,118.8354182,31.86397143,48640,4,2,1,3,105.88,0,3,2,1,70,515
江宁,118.8354182,31.86397143,25060,3,2,3,1,105.75,0,3,1.5,1,70,265
江宁,118.8354182,31.86397143,21624,4,1,1,1,86.48,0,3,1,1,70,187
建邺,118.7133418,32.01251821,38930,4,1,3,3,82.2,0,3,8,0,70,320
江宁,118.8354182,31.86397143,32777,2,1,2,1,60.41,1,3,2,0,70,198
栖霞,118.9637248,32.16942426,25248,2,1,1,1,62.58,0,3,4,0,70,158
江宁,118.8354182,31.86397143,23711,4,2,2,1,139.18,0,2,2,1,70,330
秦淮,118.8172207,32.00796914,30835,2,1,2,1,49.62,0,2,2,0,70,153
秦淮,118.8172207,32.00796914,30601,1,1,2,1,41.83,0,2,2,0,70,128
江宁,118.8354182,31.86397143,22548,2,2,2,1,88.7,1,3,2,暂无数据,70,200
江宁,118.8354182,31.86397143,30463,2,2,1,1,91.26,0,3,2,1,70,278
江宁,118.8354182,31.86397143,21283,3,1,2,1,78,0,3,2,暂无数据,70,166
浦口,118.5691248,32.0590623,19425,3,2,1,1,113.26,0,3,2,0,70,220
江宁,118.8354182,31.86397143,25077,2,1,2,1,65,0,2,2,0,70,163
浦口,118.5691248,32.0590623,20273,2,2,2,暂无数据,90.27,0,2,2,0,70,183
秦淮,118.8172207,32.00796914,27680,2,1,2,1,53.47,0,2,2,0,70,148
江宁,118.8354182,31.86397143,26040,3,1,3,暂无数据,99.85,0,3,2,1,70,260
秦淮,118.8172207,32.00796914,36882,1,0,2,1,35.79,0,其他,50,1,70,132
浦口,118.5691248,32.0590623,26992,2,2,1,1,83.36,1,2,3,1,70,225
秦淮,118.8172207,32.00796914,40835,1,1,2,1,44.08,0,3,4,0,70,180
建邺,118.7133418,32.01251821,55139,3,2,3,1,102.47,0,2,1,1,70,565
江宁,118.8354182,31.86397143,20855,3,2,3,1,78.64,1,3,2,1,70,164
浦口,118.5691248,32.0590623,18430,3,2,3,1,131.31,1,3,2,1,70,242
建邺,118.7133418,32.01251821,60450,3,2,2,1,115.8,0,3,3,1,70,700
江宁,118.8354182,31.86397143,28689,3,2,2,暂无数据,127.23,1,3,2,0,70,365
江宁,118.8354182,31.86397143,16932,2,1,2,1,66.15,0,2,2,0,70,112
秦淮,118.8172207,32.00796914,30322,2,1,2,1,50.13,1,2,2,0,70,152
江宁,118.8354182,31.86397143,30747,2,2,3,3,68.3,0,2,2,0,70,210
鼓楼,114.3419056,34.79798255,44529,3,2,3,1,148.22,0,3,2,1,70,660
秦淮,118.8172207,32.00796914,35493,2,1,3,1,53.25,0,2,50,1,70,189
江宁,118.8354182,31.86397143,20484,2,2,3,1,70.79,0,3,2,1,70,145
江宁,118.8354182,31.86397143,21435,3,1,1,1,86.31,0,3,6,1,70,185
浦口,118.5691248,32.0590623,27394,4,1,3,2,114.99,0,3,2,1,70,315
秦淮,118.8172207,32.00796914,27710,3,1,2,1,64.96,0,2,2,0,70,180
玄武,118.8489373,32.07176566,34073,3,1,2,1,63.1,0,3,2,0,70,215
六合,118.848166,32.40064024,14266,2,2,2,暂无数据,89.73,1,1,3,1,70,128
浦口,118.5691248,32.0590623,27075,3,2,3,1,91.6,1,其他,2,1,70,248
江宁,118.8354182,31.86397143,25865,3,2,1,暂无数据,123.72,0,3,2,0,70,320
江宁,118.8354182,31.86397143,28795,4,2,2,1,142.39,1,2,4,1,70,410
鼓楼,114.3419056,34.79798255,45138,4,2,3,1,83.08,1,3,2,1,70,375
六合,118.848166,32.40064024,12038,3,2,1,暂无数据,101.35,0,1,4,1,70,122
浦口,118.5691248,32.0590623,23713,3,2,2,1,88.56,0,3,2,1,70,210
玄武,118.8489373,32.07176566,30342,3,1,3,1,85.69,0,1,2,0,70,260
秦淮,118.8172207,32.00796914,36717,3,2,2,1,114.39,0,3,2,0,70,420
建邺,118.7133418,32.01251821,30441,3,1,2,1,61.76,0,2,2,0,70,188
