areaName,longitude,latitude,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
鼓楼,114.3419056,34.79798255,29836,1,1,2,1,57.65,0,3,4.333333333,1,70,172
江宁,118.8354182,31.86397143,25057,3,2,1,1,100.97,0,3,1.5,1,70,253
浦口,118.5691248,32.0590623,21787,3,2,3,1,114.29,0,2,2,1,70,249
江宁,118.8354182,31.86397143,26877,3,2,2,1,141.39,0,3,4,1,70,380
江宁,118.8354182,31.86397143,11268,2,2,2,暂无数据,99.4,0,1,2,0,70,112
雨花台,118.7219786,31.95455211,41978,4,2,2,1,134.12,0,3,2,1,70,563
浦口,118.5691248,32.0590623,22956,2,2,2,1,91.48,0,3,2,1,70,210
浦口,118.5691248,32.0590623,25728,2,2,2,1,89.4,1,3,2,1,70,230
秦淮,118.8172207,32.00796914,35132,2,1,2,1,76.57,0,2,2,0,70,269
玄武,118.8489373,32.07176566,79473,1,1,3,1,29.57,0,3,100,暂无数据,70,235
浦口,118.5691248,32.0590623,26960,3,2,1,1,92.36,0,2,1.5,1,70,249
浦口,118.5691248,32.0590623,20466,3,2,3,1,95.28,0,2,1,1,70,195
江宁,118.8354182,31.86397143,27051,3,1,1,1,90.94,1,3,2,1,70,246
江宁,118.8354182,31.86397143,17630,2,2,1,1,73.74,0,3,9,1,70,130
浦口,118.5691248,32.0590623,23152,2,2,3,1,79.91,1,其他,2,0,70,185
江宁,118.8354182,31.86397143,24142,2,2,1,1,106.87,1,2,4,1,70,258
江宁,118.8354182,31.86397143,21988,3,2,3,1,108.7,0,3,2,0,70,239
栖霞,118.9637248,32.16942426,37740,3,2,1,1,105.99,0,3,2,1,70,400
鼓楼,114.3419056,34.79798255,34897,2,1,2,1,56.74,0,3,2,0,70,198
秦淮,118.8172207,32.00796914,36221,2,1,2,1,63.5,1,2,4,0,70,230
秦淮,118.8172207,32.00796914,54020,3,1,2,1,71.27,1,2,2,0,70,385
浦口,118.5691248,32.0590623,22328,3,2,2,1,118.69,0,3,2,1,70,265
秦淮,118.8172207,32.00796914,33388,2,1,1,1,49.42,0,3,2,0,70,165
雨花台,118.7219786,31.95455211,44794,2,1,2,1,77.02,0,3,2,1,70,345
江宁,118.8354182,31.86397143,32782,3,2,3,1,91.21,0,3,1,1,70,299
江宁,118.8354182,31.86397143,17594,3,2,3,1,84.12,1,3,6,1,70,148
秦淮,118.8172207,32.00796914,46440,3,1,2,1,116.28,0,2,2,1,70,540
鼓楼,114.3419056,34.79798255,46467,2,1,2,暂无数据,46.7,0,2,3,1,70,217
秦淮,118.8172207,32.00796914,36220,3,1,1,错层,118.17,0,3,2,0,70,428
建邺,118.7133418,32.01251821,37466,2,2,1,1,88.08,0,3,2,0,70,330
秦淮,118.8172207,32.00796914,46293,3,1,1,1,108.01,0,2,2,1,70,500
鼓楼,114.3419056,34.79798255,31466,2,2,3,1,98.52,0,2,2.666666667,1,70,310
秦淮,118.8172207,32.00796914,32320,3,1,3,1,78.28,0,2,2,0,70,253
浦口,118.5691248,32.0590623,26414,2,2,2,1,86.32,0,3,4,1,70,228
江宁,118.8354182,31.86397143,35666,4,2,2,1,123.37,0,3,1.5,1,70,440
玄武,118.8489373,32.07176566,40162,3,2,1,1,121.51,0,其他,1.5,1,70,488
秦淮,118.8172207,32.00796914,34180,2,1,1,1,52.37,0,2,3,0,70,179
鼓楼,114.3419056,34.79798255,62132,2,1,2,1,62.77,0,2,2,0,70,390
建邺,118.7133418,32.01251821,49861,3,2,3,1,86.24,0,3,2,1,70,430
江宁,118.8354182,31.86397143,20426,3,1,1,1,80.78,0,3,50,1,70,165
建邺,118.7133418,32.01251821,39326,4,2,3,1,176.73,0,3,1.5,1,70,695
玄武,118.8489373,32.07176566,28530,2,1,3,1,68.35,0,其他,3,0,70,195
江宁,118.8354182,31.86397143,20685,3,2,3,1,90.89,0,3,2,0,70,188
秦淮,118.8172207,32.00796914,56548,2,1,1,暂无数据,50.4,0,3,2,0,70,285
玄武,118.8489373,32.07176566,37136,2,2,3,2,71.36,1,3,3.5,1,70,265
浦口,118.5691248,32.0590623,24813,3,2,2,1,90.68,0,3,2,0,70,225
江宁,118.8354182,31.86397143,18858,2,1,3,1,78.22,0,3,2,0,70,147.5
秦淮,118.8172207,32.00796914,38574,2,1,3,1,51.33,0,2,2,0,70,198
秦淮,118.8172207,32.00796914,44514,2,2,1,1,96.6,0,3,2,1,70,430
江宁,118.8354182,31.86397143,29736,3,1,1,1,117.37,0,其他,1,1,70,349
玄武,118.8489373,32.07176566,23551,3,2,3,1,104.03,0,3,2,0,70,245
玄武,118.8489373,32.07176566,64517,2,1,1,1,52.7,0,2,2,0,70,340
六合,118.848166,32.40064024,16595,2,1,3,暂无数据,76.53,0,1,4,暂无数据,70,127
玄武,118.8489373,32.07176566,31317,2,2,2,1,94.2,1,3,2,1,70,295
鼓楼,114.3419056,34.79798255,39560,3,1,3,1,59.91,0,2,2,0,70,237
建邺,118.7133418,32.01251821,30354,3,2,2,1,125.19,0,2,1,1,70,380
鼓楼,114.3419056,34.79798255,34525,2,1,3,1,66.04,0,3,3,0,70,228
鼓楼,114.3419056,34.79798255,35449,3,1,3,1,83.22,0,3,3,1,70,295
江宁,118.8354182,31.86397143,20218,2,1,2,1,92,0,1,3,1,70,186
栖霞,118.9637248,32.16942426,36459,2,1,2,1,76.8,1,2,4,1,70,280
鼓楼,114.3419056,34.79798255,34117,3,2,2,1,87.64,0,3,2,0,70,299
雨花台,118.7219786,31.95455211,43486,3,2,2,1,119.58,0,3,2,1,70,520
建邺,118.7133418,32.01251821,49746,2,2,1,1,92.47,0,3,2,1,70,460
江宁,118.8354182,31.86397143,30385,2,2,3,暂无数据,85.57,0,3,2,1,70,260
建邺,118.7133418,32.01251821,41473,2,2,2,1,81.74,0,3,2.5,1,70,339
江宁,118.8354182,31.86397143,36342,2,2,2,暂无数据,49.53,0,3,10,0,70,180
秦淮,118.8172207,32.00796914,35401,2,1,1,1,67.23,0,其他,2,1,70,238
江宁,118.8354182,31.86397143,26341,2,1,2,1,74.41,0,3,2,1,70,196
鼓楼,114.3419056,34.79798255,30046,3,2,3,1,89.53,0,1,3,1,70,269
建邺,118.7133418,32.01251821,30396,3,1,3,1,62.18,0,3,2,0,70,189
秦淮,118.8172207,32.00796914,31217,2,1,3,1,47.09,1,2,3,0,70,147
江宁,118.8354182,31.86397143,22752,4,2,1,1,123.95,1,1,2,1,70,282
秦淮,118.8172207,32.00796914,36072,3,2,2,暂无数据,135.84,0,3,2,0,70,490
浦口,118.5691248,32.0590623,24350,3,2,3,1,90.35,0,3,2,0,70,220
江宁,118.8354182,31.86397143,21906,2,2,2,1,84.91,0,其他,2,1,70,186
鼓楼,114.3419056,34.79798255,25214,2,1,2,1,56.32,0,2,2,0,70,142
鼓楼,114.3419056,34.79798255,40642,3,1,3,1,79.23,0,2,2,0,70,322
建邺,118.7133418,32.01251821,30121,3,1,1,1,63.08,0,1,2,0,70,190
浦口,118.5691248,32.0590623,25657,2,1,1,1,68.21,1,2,3,1,70,175
栖霞,118.9637248,32.16942426,22738,2,1,2,1,65.09,0,2,2,0,70,148
浦口,118.5691248,32.0590623,20228,2,1,2,1,88,0,1,2,1,70,178
鼓楼,114.3419056,34.79798255,40604,2,1,3,1,72.9,0,3,2,0,70,296
玄武,118.8489373,32.07176566,41673,3,2,1,1,131.98,0,1,2,1,70,550
六合,118.848166,32.40064024,15640,2,1,1,暂无数据,84.4,0,3,2,暂无数据,70,132
建邺,118.7133418,32.01251821,29929,2,1,2,1,57.47,0,3,2,0,70,172
江宁,118.8354182,31.86397143,22423,3,2,1,1,123.98,0,其他,2,0,70,278
江宁,118.8354182,31.86397143,24138,5,2,3,2,116.83,0,3,2,0,70,282
鼓楼,114.3419056,34.79798255,47438,4,2,3,2,189.3,0,3,2,1,70,898
浦口,118.5691248,32.0590623,22939,2,2,1,1,80.65,0,3,2,0,70,185
鼓楼,114.3419056,34.79798255,28966,3,1,1,1,86.31,0,2,2,0,70,250
建邺,118.7133418,32.01251821,28398,4,2,3,暂无数据,126.77,0,3,2,0,70,360
江宁,118.8354182,31.86397143,27660,3,2,2,1,117.5,0,2,2,1,70,325
雨花台,118.7219786,31.95455211,44920,3,2,2,1,117.99,0,3,2,1,70,530
玄武,118.8489373,32.07176566,25024,3,2,1,1,127.08,0,其他,2,0,70,318
江宁,118.8354182,31.86397143,43964,3,2,2,1,110.32,0,3,2,1,70,485
玄武,118.8489373,32.07176566,30943,3,1,3,1,109.88,0,3,2,1,70,340
六合,118.848166,32.40064024,11263,3,2,3,暂无数据,103,0,3,1,暂无数据,70,116
鼓楼,114.3419056,34.79798255,40842,2,1,2,1,72.23,0,其他,2,0,70,295
建邺,118.7133418,32.01251821,29218,2,1,3,1,63.66,0,2,2,0,70,186
江宁,118.8354182,31.86397143,31563,1,1,1,1,38.02,1,其他,46,0,70,120
鼓楼,114.3419056,34.79798255,46720,4,2,3,2,176.8,0,其他,2,1,70,826
江宁,118.8354182,31.86397143,28265,2,2,2,1,89.51,0,3,33.33333333,1,70,253
建邺,118.7133418,32.01251821,36137,3,2,3,1,86.34,0,2,2,0,70,312
栖霞,118.9637248,32.16942426,22006,3,1,3,1,84.98,1,3,4,1,70,187
江宁,118.8354182,31.86397143,24526,3,2,3,1,130.07,0,其他,4,1,70,319
玄武,118.8489373,32.07176566,31408,2,1,2,1,65.27,1,3,4,0,70,205
浦口,118.5691248,32.0590623,23839,2,2,1,1,90.19,1,3,2,1,70,215
鼓楼,114.3419056,34.79798255,31031,3,1,3,1,74.12,0,2,2,0,70,230
雨花台,118.7219786,31.95455211,31362,3,2,1,1,81.31,0,3,2,0,70,255
鼓楼,114.3419056,34.79798255,57443,3,1,2,1,80.08,0,2,2,0,70,460
江宁,118.8354182,31.86397143,27457,2,1,1,1,55.36,1,其他,6,1,70,152
雨花台,118.7219786,31.95455211,24839,2,2,3,暂无数据,74.48,0,3,2,1,70,185
江宁,118.8354182,31.86397143,30828,2,1,2,1,68.12,1,3,2,1,70,210
栖霞,118.9637248,32.16942426,30742,3,1,2,1,101.49,1,1,2,1,70,312
玄武,118.8489373,32.07176566,28933,2,2,3,1,74.31,0,2,2,0,70,215
鼓楼,114.3419056,34.79798255,33943,2,1,3,1,73.36,1,2,50,1,70,249
秦淮,118.8172207,32.00796914,42572,2,2,1,3,57.55,0,2,8,1,70,245
雨花台,118.7219786,31.95455211,43783,3,2,2,1,119.91,0,其他,2,1,70,525
秦淮,118.8172207,32.00796914,28480,2,2,1,1,65.31,1,其他,2,0,70,186
江宁,118.8354182,31.86397143,19204,3,2,1,1,91.65,0,3,2,0,70,176
玄武,118.8489373,32.07176566,41063,3,1,2,1,64.78,0,2,2,0,70,266
江宁,118.8354182,31.86397143,24422,3,1,2,1,85.99,0,其他,2,1,70,210
浦口,118.5691248,32.0590623,21591,2,2,2,1,87.54,1,3,2,1,70,189
鼓楼,114.3419056,34.79798255,48787,3,2,1,1,119.91,0,3,2,1,70,585
秦淮,118.8172207,32.00796914,40853,3,1,2,1,68.54,1,3,2,0,70,280
江宁,118.8354182,31.86397143,31191,3,2,3,1,110.61,0,1,1.5,1,70,345
江宁,118.8354182,31.86397143,27846,3,2,3,1,90.86,0,3,2,1,70,253
建邺,118.7133418,32.01251821,53652,3,2,3,1,137.74,1,3,2,1,70,739
秦淮,118.8172207,32.00796914,33562,3,2,2,1,97.73,0,其他,2,0,70,328
江宁,118.8354182,31.86397143,20440,2,2,3,1,70.94,1,1,2,暂无数据,70,145
江宁,118.8354182,31.86397143,34571,3,2,2,1,121.49,0,其他,2,1,70,420
秦淮,118.8172207,32.00796914,30997,2,1,3,1,49.36,0,3,2,0,70,153
江宁,118.8354182,31.86397143,25988,3,1,3,1,95.43,0,其他,2,1,70,248
栖霞,118.9637248,32.16942426,27509,3,2,2,1,108.33,0,3,2,1,70,298
玄武,118.8489373,32.07176566,30021,2,1,2,1,64.29,0,3,2,0,70,193
鼓楼,114.3419056,34.79798255,37521,2,1,1,1,61.3,1,3,2,0,70,230
玄武,118.8489373,32.07176566,26267,3,2,2,1,74.24,0,其他,2,0,70,195
浦口,118.5691248,32.0590623,25284,3,2,3,1,90.97,0,3,2,1,70,230
鼓楼,114.3419056,34.79798255,59439,3,2,1,1,117.6,0,3,2,0,70,699
栖霞,118.9637248,32.16942426,26678,3,2,1,1,110.58,0,2,2,0,70,295
玄武,118.8489373,32.07176566,41617,3,2,3,3,90.83,0,3,2,0,70,378
秦淮,118.8172207,32.00796914,58503,2,1,2,1,43.93,0,其他,2,0,70,257
雨花台,118.7219786,31.95455211,25460,2,1,3,1,70.7,1,2,2,1,70,180
雨花台,118.7219786,31.95455211,40239,3,2,3,暂无数据,125.75,0,3,2,0,70,506
江宁,118.8354182,31.86397143,31602,2,1,1,1,71.2,1,其他,20,1,70,225
建邺,118.7133418,32.01251821,36726,2,2,3,1,105.65,1,3,1,1,70,388
秦淮,118.8172207,32.00796914,67318,1,1,1,1,37.88,0,其他,3,0,70,255
建邺,118.7133418,32.01251821,41221,2,2,3,1,84.91,1,3,2,1,70,350
秦淮,118.8172207,32.00796914,33715,4,2,1,1,207.33,1,其他,1.5,1,70,699
秦淮,118.8172207,32.00796914,29014,2,2,1,1,61.35,0,其他,2,0,70,178
秦淮,118.8172207,32.00796914,54832,2,1,1,1,52.16,0,其他,2,0,70,286
栖霞,118.9637248,32.16942426,35679,3,2,3,1,89.13,0,3,2,1,70,318
秦淮,118.8172207,32.00796914,42817,3,2,3,1,94.59,1,2,2,0,70,405
六合,118.848166,32.40064024,17158,2,1,2,暂无数据,84.51,1,3,3,1,70,145
江宁,118.8354182,31.86397143,32250,2,2,1,1,71.63,0,2,1.5,1,70,231
建邺,118.7133418,32.01251821,28648,2,1,2,1,52.36,0,其他,8,0,70,150
浦口,118.5691248,32.0590623,24580,3,2,2,1,115.95,1,2,2,1,70,285
建邺,118.7133418,32.01251821,48189,2,2,1,1,87.78,1,2,1.5,1,70,423
秦淮,118.8172207,32.00796914,33232,2,1,3,1,55.67,0,其他,2,0,70,185
鼓楼,114.3419056,34.79798255,38268,1,1,2,1,53.57,0,3,7,1,70,205
江宁,118.8354182,31.86397143,29790,2,2,2,1,95.67,0,3,1.5,1,70,285
六合,118.848166,32.40064024,13125,3,2,2,暂无数据,125.72,1,3,2,0,70,165
秦淮,118.8172207,32.00796914,25912,1,1,2,1,50.17,1,2,3,1,70,130
江宁,118.8354182,31.86397143,38401,3,2,2,2,100.52,0,3,3,1,70,386
秦淮,118.8172207,32.00796914,57199,2,0,1,1,46.33,0,2,3,0,70,265
栖霞,118.9637248,32.16942426,35090,2,2,1,1,86.92,1,1,2,1,70,305
浦口,118.5691248,32.0590623,22445,3,2,3,1,118.07,0,3,2,1,70,265
玄武,118.8489373,32.07176566,33176,2,2,3,1,88.92,0,2,2,1,70,295
江宁,118.8354182,31.86397143,27541,1,0,2,1,36.31,0,3,33.33333333,1,70,100
江宁,118.8354182,31.86397143,27831,3,2,3,1,95.22,1,3,1,1,70,265
江宁,118.8354182,31.86397143,23112,3,2,1,1,95.19,0,2,2,0,70,220
秦淮,118.8172207,32.00796914,32773,2,1,3,1,45.77,1,2,4,0,70,150
玄武,118.8489373,32.07176566,30183,3,2,3,1,82.83,0,2,2,0,70,250
江宁,118.8354182,31.86397143,26236,2,2,1,1,108.63,0,3,3,1,70,285
江宁,118.8354182,31.86397143,32972,2,1,1,1,76.43,0,3,1.5,1,70,252
浦口,118.5691248,32.0590623,22911,3,2,2,1,89.48,0,3,2,0,70,205
江宁,118.8354182,31.86397143,29754,3,1,2,1,100.83,0,2,1.5,1,70,300
江宁,118.8354182,31.86397143,32157,2,2,1,1,88.63,1,2,2.333333333,1,70,285
江宁,118.8354182,31.86397143,33507,2,1,2,2,46.26,0,2,15,1,70,155
浦口,118.5691248,32.0590623,24539,3,2,1,1,93.73,0,1,2,1,70,230
玄武,118.8489373,32.07176566,40180,2,1,1,1,95.82,1,其他,1.5,1,70,385
建邺,118.7133418,32.01251821,40689,2,2,1,1,92.9,0,3,2,0,70,378
江宁,118.8354182,31.86397143,27387,2,2,2,1,89.46,0,其他,2,1,70,245
江宁,118.8354182,31.86397143,31845,2,2,3,1,96.72,0,3,2,1,70,308
浦口,118.5691248,32.0590623,22596,3,2,2,1,132.77,0,1,2,1,70,300
玄武,118.8489373,32.07176566,30784,2,2,3,1,95.18,0,3,2,1,70,293
浦口,118.5691248,32.0590623,21913,3,1,2,1,88.99,1,其他,2,1,70,195
秦淮,118.8172207,32.00796914,35157,3,2,1,1,122.31,0,2,2,0,70,430
江宁,118.8354182,31.86397143,25872,4,2,3,3,174.71,0,1,2,0,70,452
秦淮,118.8172207,32.00796914,52711,3,1,1,1,73.04,0,2,2,0,70,385
浦口,118.5691248,32.0590623,26733,2,1,1,1,74.44,0,3,2.5,1,70,199
鼓楼,114.3419056,34.79798255,52236,3,1,1,1,90.36,0,2,2,0,70,472
江宁,118.8354182,31.86397143,23898,3,2,2,错层,124.7,0,3,2,1,70,298
江宁,118.8354182,31.86397143,31207,2,2,1,1,71.46,0,3,2,0,70,223
江宁,118.8354182,31.86397143,45114,3,2,3,1,128.12,0,3,2,1,70,578
浦口,118.5691248,32.0590623,28646,3,2,1,1,134.4,0,1,2,0,70,385
江宁,118.8354182,31.86397143,23107,2,2,3,1,91.75,0,3,2,0,70,212
雨花台,118.7219786,31.95455211,36755,2,1,3,1,75.91,0,其他,1.5,1,70,279
秦淮,118.8172207,32.00796914,33613,2,1,1,1,58.61,0,2,2,0,70,197
浦口,118.5691248,32.0590623,20549,2,2,1,1,90.03,0,1,2,1,70,185
秦淮,118.8172207,32.00796914,58639,1,1,1,1,41.27,0,2,2,0,70,242
江宁,118.8354182,31.86397143,33723,2,1,2,2,46.26,0,3,15,1,70,156
江宁,118.8354182,31.86397143,25602,2,2,2,1,76.95,0,2,4,1,70,197
江宁,118.8354182,31.86397143,26722,3,2,1,1,92.81,0,其他,2,1,70,248
江宁,118.8354182,31.86397143,29209,3,2,2,1,106.82,0,3,2,1,70,312
浦口,118.5691248,32.0590623,26770,2,2,3,1,82.93,1,2,4,1,70,222
江宁,118.8354182,31.86397143,39604,3,2,3,1,89.89,0,3,2,1,70,356
浦口,118.5691248,32.0590623,24336,3,2,3,1,106.84,0,3,2,1,70,260
浦口,118.5691248,32.0590623,21884,2,2,1,1,94.59,0,2,2,1,70,207
江宁,118.8354182,31.86397143,23604,3,2,2,1,143.2,0,其他,2,1,70,338
栖霞,118.9637248,32.16942426,27001,2,1,1,1,51.85,0,3,3,0,70,140
江宁,118.8354182,31.86397143,25000,3,2,1,1,80.8,0,其他,2,1,70,202
鼓楼,114.3419056,34.79798255,42158,2,1,1,1,64.52,0,2,4,0,70,272
江宁,118.8354182,31.86397143,29305,3,2,2,1,134.79,1,2,4,1,70,395
秦淮,118.8172207,32.00796914,41775,3,1,1,1,143.63,0,其他,1.5,1,70,600
秦淮,118.8172207,32.00796914,31936,2,1,3,1,73.9,0,2,2,1,70,236
秦淮,118.8172207,32.00796914,33251,2,1,3,1,56.54,1,3,3,0,70,188
浦口,118.5691248,32.0590623,24923,2,2,2,1,71.02,1,1,3,1,70,177
江宁,118.8354182,31.86397143,26018,3,1,2,1,98.01,0,1,2,1,70,255
鼓楼,114.3419056,34.79798255,47953,3,2,2,1,119.91,0,2,2,1,70,575
江宁,118.8354182,31.86397143,29166,2,1,3,1,61.03,0,其他,2,0,70,178
玄武,118.8489373,32.07176566,25081,2,1,1,1,55.82,1,1,4,1,70,140
秦淮,118.8172207,32.00796914,33372,2,2,1,1,77.91,0,2,2,0,70,260
秦淮,118.8172207,32.00796914,30873,2,1,2,1,71.26,0,2,2.5,1,70,220
鼓楼,114.3419056,34.79798255,39128,3,2,3,1,95.84,0,2,2,0,70,375
江宁,118.8354182,31.86397143,35186,2,2,2,1,89.81,0,其他,2,1,70,316
江宁,118.8354182,31.86397143,21786,2,2,1,1,84.46,0,3,2,0,70,184
浦口,118.5691248,32.0590623,20339,3,2,1,1,120.46,0,3,2,1,70,245
秦淮,118.8172207,32.00796914,31753,2,1,2,1,50.39,0,其他,2,0,70,160
浦口,118.5691248,32.0590623,23598,2,2,3,1,79.67,0,3,2,0,70,188
栖霞,118.9637248,32.16942426,28896,1,1,1,1,43.26,1,2,3,0,70,125
秦淮,118.8172207,32.00796914,28877,3,2,3,1,120.86,1,2,2,1,70,349
栖霞,118.9637248,32.16942426,23301,2,1,2,1,62.23,1,其他,4,0,70,145
浦口,118.5691248,32.0590623,23088,2,1,2,1,70.6,0,3,3,1,70,163
秦淮,118.8172207,32.00796914,26844,2,1,3,1,75.25,0,3,4,1,70,202
秦淮,118.8172207,32.00796914,55040,2,1,2,1,46.33,1,2,2,0,70,255
江宁,118.8354182,31.86397143,30931,3,2,1,1,116.39,0,其他,2,0,70,360
雨花台,118.7219786,31.95455211,25417,3,1,1,1,84.59,0,3,2,0,70,215
玄武,118.8489373,32.07176566,54756,2,1,3,1,62.46,0,3,3.333333333,1,70,342
鼓楼,114.3419056,34.79798255,35329,4,2,3,1,183.99,0,1,1.5,1,70,650
鼓楼,114.3419056,34.79798255,76867,2,1,2,1,67.39,0,其他,4,1,70,518
玄武,118.8489373,32.07176566,29093,3,2,3,1,116.18,0,其他,4,1,70,338
鼓楼,114.3419056,34.79798255,26163,3,1,2,1,78.74,0,2,2,1,70,206
江宁,118.8354182,31.86397143,38907,3,2,1,1,97.67,1,其他,2.5,1,70,380
江宁,118.8354182,31.86397143,21282,3,2,1,1,140.03,0,3,2,0,70,298
秦淮,118.8172207,32.00796914,38948,3,1,3,1,79.08,1,2,100,1,65,308
江宁,118.8354182,31.86397143,25108,2,2,1,暂无数据,37.04,0,3,14.66666667,1,70,93
浦口,118.5691248,32.0590623,20811,2,2,1,1,81.21,0,3,2,1,70,169
秦淮,118.8172207,32.00796914,32636,2,1,2,1,64.96,0,1,4,1,70,212
秦淮,118.8172207,32.00796914,35571,2,2,1,1,82.09,0,其他,6,1,70,292
玄武,118.8489373,32.07176566,24796,2,1,2,1,74.61,0,2,2,0,70,185
建邺,118.7133418,32.01251821,39119,2,1,2,1,70.3,0,其他,6,1,70,275
秦淮,118.8172207,32.00796914,27108,2,1,2,1,60.13,0,2,2,0,70,163
浦口,118.5691248,32.0590623,24812,3,2,3,1,116.88,0,3,2,1,70,290
浦口,118.5691248,32.0590623,22916,3,2,2,1,89.46,1,3,2,1,70,205
江宁,118.8354182,31.86397143,22463,3,2,3,1,119.31,1,其他,2,0,70,268
秦淮,118.8172207,32.00796914,59972,2,0,1,1,42.02,0,3,4,0,70,252
秦淮,118.8172207,32.00796914,42688,2,1,3,1,53.88,1,2,2,0,70,230
鼓楼,114.3419056,34.79798255,52099,4,1,3,1,81,0,2,2,0,70,422
秦淮,118.8172207,32.00796914,30567,2,1,2,1,59.87,0,2,2,1,70,183
江宁,118.8354182,31.86397143,25600,2,2,2,1,85.55,1,其他,2,1,70,219
鼓楼,114.3419056,34.79798255,65887,2,1,1,1,81.2,0,3,4,1,70,535
江宁,118.8354182,31.86397143,24607,4,2,3,1,123.95,0,其他,2,1,70,305
鼓楼,114.3419056,34.79798255,43128,2,1,2,1,53.33,0,2,2,0,70,230
江宁,118.8354182,31.86397143,28950,3,2,1,1,99.83,0,其他,2,0,70,289
雨花台,118.7219786,31.95455211,34280,2,1,2,1,83.14,1,3,2,1,70,285
浦口,118.5691248,32.0590623,28915,3,2,2,1,93.38,0,3,2,1,70,270
鼓楼,114.3419056,34.79798255,48026,4,2,1,1,160.33,1,3,2,0,70,770
江宁,118.8354182,31.86397143,29275,2,2,2,1,96.67,0,3,1.5,1,70,283
江宁,118.8354182,31.86397143,24359,3,2,3,1,69.38,1,3,2,1,70,169
秦淮,118.8172207,32.00796914,38817,3,2,3,1,103.05,0,2,2,0,70,400
鼓楼,114.3419056,34.79798255,97288,2,1,3,1,53.45,0,3,2,0,70,520
江宁,118.8354182,31.86397143,37170,3,2,2,1,103.58,0,其他,2,1,70,385
鼓楼,114.3419056,34.79798255,42416,3,2,1,1,98.55,1,3,2,1,70,418
建邺,118.7133418,32.01251821,42681,3,2,3,1,132.38,0,其他,2,1,70,565
秦淮,118.8172207,32.00796914,31473,3,2,3,2,73.08,0,2,1,0,70,230
秦淮,118.8172207,32.00796914,59049,2,1,1,1,47.08,1,3,2,0,70,278
浦口,118.5691248,32.0590623,27344,4,2,2,1,128,0,1,1.5,1,70,350
建邺,118.7133418,32.01251821,32765,2,1,2,1,50.36,0,2,2,0,70,165
江宁,118.8354182,31.86397143,32880,2,2,2,1,86.68,0,3,1.5,1,70,285
鼓楼,114.3419056,34.79798255,25007,3,1,2,1,72.38,0,1,2,1,70,181
秦淮,118.8172207,32.00796914,34692,3,2,2,1,100.89,0,3,2,0,70,350
建邺,118.7133418,32.01251821,54701,3,2,3,1,146.25,0,3,2,1,70,800
浦口,118.5691248,32.0590623,25393,3,2,3,1,93.73,0,其他,2,1,70,238
鼓楼,114.3419056,34.79798255,40523,2,1,3,1,61.2,0,1,3,0,70,248
建邺,118.7133418,32.01251821,44764,3,2,3,1,110.58,1,3,1.333333333,1,70,495
秦淮,118.8172207,32.00796914,40168,2,2,2,1,93.36,0,其他,2,1,70,375
浦口,118.5691248,32.0590623,23077,3,2,3,1,117,1,3,3,1,70,270
鼓楼,114.3419056,34.79798255,60748,2,2,2,3,51.36,1,3,4,1,70,312
秦淮,118.8172207,32.00796914,34281,2,1,2,1,51.05,0,2,2,0,70,175
浦口,118.5691248,32.0590623,24297,2,2,1,2,88.49,1,2,2,1,70,215
雨花台,118.7219786,31.95455211,30949,2,1,1,2,68.5,0,3,100,1,70,212
江宁,118.8354182,31.86397143,38719,3,2,2,1,85.23,0,其他,2.5,1,70,330
鼓楼,114.3419056,34.79798255,46571,4,1,3,1,182.52,0,3,1,0,70,850
鼓楼,114.3419056,34.79798255,37830,2,1,1,1,68.2,0,2,3,0,70,258
江宁,118.8354182,31.86397143,23115,2,1,2,1,62.73,1,3,4.5,1,70,145
建邺,118.7133418,32.01251821,42534,4,2,3,1,128.84,0,2,2,1,70,548
秦淮,118.8172207,32.00796914,32009,3,2,2,1,118.72,0,2,2,0,70,380
玄武,118.8489373,32.07176566,33251,3,2,1,1,104.66,0,2,2,0,70,348
栖霞,118.9637248,32.16942426,34783,3,2,2,1,89.7,0,3,1,1,70,312
鼓楼,114.3419056,34.79798255,91110,3,1,2,1,72.44,0,2,2,0,70,660
秦淮,118.8172207,32.00796914,33251,2,1,2,1,60.15,1,3,2,0,70,200
鼓楼,114.3419056,34.79798255,64728,3,2,2,1,112.78,0,3,1,1,70,730
建邺,118.7133418,32.01251821,36223,2,1,1,1,85.03,0,2,2,0,70,308
玄武,118.8489373,32.07176566,47474,4,2,3,1,147.03,0,其他,2,1,70,698
江宁,118.8354182,31.86397143,25532,2,2,1,1,84.21,0,3,2,0,70,215
鼓楼,114.3419056,34.79798255,39280,3,1,2,1,91.65,0,2,2,1,65,360
秦淮,118.8172207,32.00796914,27347,3,1,1,1,75.33,0,2,3,0,70,206
鼓楼,114.3419056,34.79798255,37432,2,1,1,1,50.76,0,2,2,0,70,190
江宁,118.8354182,31.86397143,18337,3,2,2,1,117.25,0,1,2,0,70,215
江宁,118.8354182,31.86397143,19844,3,2,1,1,78.11,1,3,2,1,70,155
栖霞,118.9637248,32.16942426,24136,2,2,3,1,76.65,0,2,2,1,70,185
栖霞,118.9637248,32.16942426,29558,3,2,2,1,90.67,0,其他,2,0,70,268
鼓楼,114.3419056,34.79798255,81855,3,1,2,1,75.5,0,3,3,0,70,618
秦淮,118.8172207,32.00796914,27834,2,1,3,1,49.94,0,2,2,0,70,139
