areaName,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
建邺,39039,2,1,1,1,52,0,其他,2,0,70,203
浦口,24507,2,2,3,1,81.61,0,3,2,1,70,200
建邺,32717,2,1,2,1,55.63,0,2,2,0,70,182
江宁,18614,3,2,2,1,126.25,0,1,2,0,70,235
江宁,23801,3,2,1,1,100.42,0,其他,1.5,1,70,239
江宁,26540,3,1,2,1,81.01,0,其他,4,1,70,215
秦淮,28437,2,1,3,1,48.53,1,2,3,1,70,138
鼓楼,51841,3,1,1,2,57.87,1,其他,50,1,70,300
鼓楼,83766,3,1,3,1,75.21,0,其他,2,0,70,630
浦口,22488,2,2,2,1,88.94,0,3,2,1,70,200
秦淮,31733,2,1,1,1,60.82,1,其他,2,1,70,193
江宁,28918,2,2,2,1,98.21,1,其他,3,1,70,284
秦淮,30461,2,1,2,1,59.75,0,3,2,0,70,182
秦淮,37096,2,1,2,1,76.29,1,3,2,0,70,283
江宁,32968,3,2,2,1,112.84,0,其他,2,0,70,372
浦口,16673,3,2,3,1,119.96,0,1,2,0,70,200
建邺,26912,4,2,3,3,58.71,0,2,2,0,70,158
建邺,56307,3,2,1,1,137.64,1,3,1,1,70,775
秦淮,50045,2,1,2,1,55.75,0,其他,2,0,70,279
鼓楼,34895,1,1,3,1,44.42,1,其他,50,1,65,155
秦淮,30347,2,1,1,1,56.35,1,3,4,0,70,171
鼓楼,34362,3,1,2,1,59.66,0,其他,2,0,70,205
江宁,21498,3,2,2,1,118.62,0,其他,2,0,70,255
秦淮,38503,3,2,2,1,103.89,0,其他,2,0,70,400
鼓楼,42935,3,2,2,1,119.95,1,2,2,0,70,515
鼓楼,27206,4,3,3,2,136,1,其他,2,0,70,370
江宁,26087,3,2,1,1,115,0,2,2,0,70,300
玄武,28832,2,1,2,1,65.9,0,2,2,0,70,190
秦淮,29361,2,1,2,1,63.01,1,其他,2,0,70,185
江宁,21923,4,2,3,1,159.2,0,其他,2,1,70,349
秦淮,42706,2,1,3,1,66.97,0,其他,1.5,1,70,286
鼓楼,65367,2,1,1,1,46.66,1,2,4,0,70,305
秦淮,29293,2,1,3,1,51.89,1,3,2,0,70,152
江宁,20059,3,2,1,1,112.17,0,3,2,0,70,225
鼓楼,66472,2,1,3,2,61.38,0,其他,2,0,70,408
建邺,41716,2,2,2,1,76.71,0,3,2,0,70,320
建邺,34057,2,2,3,1,79.28,0,3,5,0,70,270
鼓楼,39956,3,2,2,1,81.34,0,其他,3,0,70,325
江宁,27872,4,2,2,1,154.28,0,其他,1.5,1,70,430
江宁,19338,2,1,3,1,77.57,0,1,2,0,70,150
江宁,33605,4,2,3,1,261.87,0,其他,2,1,70,880
江宁,24078,2,2,1,错层,97.6,0,其他,2,0,70,235
江宁,32763,3,2,3,1,138.88,0,其他,2,1,70,455
浦口,22011,3,2,3,1,110.4,0,1,2,1,70,243
浦口,16773,3,2,2,1,116.26,1,3,2,暂无数据,70,195
建邺,31367,2,1,2,1,51.01,0,2,4,0,70,160
江宁,33787,2,2,2,1,85.24,0,3,2,1,70,288
鼓楼,62940,2,1,2,1,54.02,0,2,4,0,70,340
江宁,29403,2,2,2,1,95.91,1,其他,2.5,1,70,282
秦淮,36461,3,1,1,1,73.23,0,3,50,1,70,267
秦淮,44487,3,2,2,1,122.51,0,其他,1,1,70,545
秦淮,36803,3,2,3,2,116.84,0,其他,2,0,70,430
江宁,35483,2,1,2,1,60.03,1,其他,3,1,70,213
江宁,19419,4,2,2,1,138.53,0,其他,2,1,70,269
浦口,20413,2,1,1,1,88.67,0,2,2,1,70,181
浦口,25219,3,2,1,1,105.08,0,其他,2,1,70,265
江宁,19174,3,2,3,2,119.96,1,其他,3,1,70,230
鼓楼,75346,2,1,1,1,47.78,0,1,2,0,70,360
玄武,64000,3,1,3,1,56.25,1,其他,2,0,70,360
鼓楼,59973,2,1,2,1,58.36,1,2,4,0,70,350
浦口,17648,3,2,3,1,102,0,2,2,0,70,180
浦口,26036,2,2,3,1,78.74,0,2,2,1,70,205
浦口,30209,3,2,2,1,122.15,0,1,2,1,70,369
建邺,35947,3,2,2,1,120.18,0,3,1,1,70,432
栖霞,36796,3,2,2,1,119.58,0,其他,2,1,70,440
浦口,20644,3,2,1,1,109.48,0,其他,2,1,70,226
鼓楼,70910,2,1,2,1,56.41,0,3,2,0,70,400
鼓楼,92075,2,1,3,1,63.97,0,其他,2,0,70,589
江宁,28016,3,2,3,1,128.5,0,1,2,1,70,360
秦淮,31271,2,1,2,1,60.76,0,3,2,0,70,190
江宁,25336,5,2,1,3,163.8,0,2,2,0,70,415
江宁,25864,2,1,1,2,47.17,1,2,14.66666667,1,70,122
玄武,28825,3,1,2,1,71.12,0,1,2,0,70,205
秦淮,32810,3,1,2,1,96.01,0,其他,1.5,1,70,315
鼓楼,29910,2,1,2,1,68.54,0,3,2,0,70,205
秦淮,25801,1,1,3,1,41.86,1,2,50,1,65,108
江宁,24918,3,1,1,1,105.55,0,其他,1.5,1,70,263
鼓楼,75389,3,1,2,1,86.22,0,2,2,0,70,650
江宁,38164,3,1,2,1,116.08,0,3,2,1,70,443
秦淮,33320,2,1,2,1,73.53,1,其他,2,1,70,245
江宁,29282,2,2,2,1,92.55,0,其他,2,0,70,271
建邺,53709,3,2,2,1,88.44,0,其他,4,1,70,475
建邺,36274,2,2,2,1,84.91,0,其他,2,0,70,308
玄武,40417,2,1,2,1,67.3,0,3,2,1,70,272
江宁,24170,2,2,1,1,98.47,0,其他,2,0,70,238
浦口,23259,3,2,1,1,93.73,1,1,2,1,70,218
秦淮,45638,3,1,2,1,74.5,0,2,2,1,70,340
建邺,49490,2,2,2,1,94.97,1,3,1.5,1,70,470
鼓楼,86468,2,1,1,1,59.56,0,3,2,0,70,515
秦淮,26406,2,1,3,1,61.35,0,3,2,0,70,162
江宁,29225,1,1,3,1,37.64,0,其他,14.66666667,1,70,110
鼓楼,39034,4,2,1,1,133.22,0,3,2,0,70,520
栖霞,34966,3,2,1,1,94.38,0,其他,2,1,70,330
江宁,28815,3,2,2,1,112.79,0,其他,1,1,70,325
江宁,26847,3,1,3,1,130.37,0,2,2,0,70,350
建邺,35778,3,2,3,3,136.4,0,3,2,0,70,488
栖霞,31663,2,2,2,1,78.01,0,3,3,1,70,247
江宁,32895,3,2,3,1,89.68,0,其他,2,0,70,295
江宁,27117,3,2,1,1,127.23,0,1,2,0,70,345
浦口,24461,3,2,2,1,89.94,0,1,2,1,70,220
浦口,25432,2,2,1,1,83.36,1,1,3,1,70,212
鼓楼,64679,3,2,2,1,101.27,0,3,1,1,70,655
江宁,29582,2,2,3,1,76.06,1,3,2,1,70,225
秦淮,28538,2,1,2,1,58.87,0,2,4,0,70,168
浦口,22246,3,2,2,1,143.85,0,1,2,1,70,320
鼓楼,25516,3,1,2,1,63.49,0,2,6,0,70,162
江宁,24115,3,2,1,1,108.65,0,其他,2,1,70,262
浦口,28515,2,1,1,1,94.69,0,1,2,0,70,270
江宁,33034,2,2,2,1,82.34,1,3,1.5,1,70,272
玄武,27569,2,2,1,1,94.31,0,2,3,1,70,260
江宁,27573,3,2,1,1,90.67,0,3,2,1,70,250
江宁,20298,3,2,2,1,125.63,0,其他,2,1,70,255
江宁,21442,3,2,2,错层,123.59,0,3,2,0,70,265
鼓楼,77538,2,1,2,1,50.04,0,2,2,0,70,388
建邺,46023,3,2,3,1,121.68,0,3,1.5,1,70,560
建邺,37276,3,2,2,1,114.82,0,3,2,0,70,428
秦淮,35088,2,2,2,1,83.79,0,3,2,0,70,294
秦淮,39632,2,1,2,1,93.36,0,3,2,1,70,370
建邺,62352,3,2,2,1,121.89,0,3,2,1,70,760
鼓楼,35346,1,1,3,1,38.76,0,2,3,0,70,137
雨花台,29582,2,1,1,2,74.37,0,2,8,1,70,220
建邺,33836,3,1,1,1,97.53,0,其他,2,0,70,330
建邺,67085,3,2,2,1,102.11,0,2,2,0,70,685
江宁,28687,3,2,1,1,104.58,0,3,2,0,70,300
浦口,21408,3,2,3,1,92.49,0,其他,3,1,70,198
浦口,19681,3,2,1,1,129.57,0,1,2,1,70,255
浦口,25259,3,2,2,1,91.06,0,其他,2,0,70,230
玄武,36938,2,2,3,1,78.24,0,3,3,1,70,289
秦淮,39702,3,2,1,1,144.83,0,2,1.5,1,70,575
秦淮,35047,2,2,1,1,76.47,1,其他,2,1,70,268
秦淮,28859,2,1,3,1,53.71,1,3,2,0,70,155
建邺,37570,2,2,2,1,90.5,0,2,8,0,70,340
秦淮,29119,2,1,2,1,85.17,0,2,2,1,70,248
江宁,27982,3,2,2,1,116.15,0,其他,2,1,70,325
浦口,21146,2,2,2,1,92.22,0,2,2,1,70,195
江宁,23840,2,2,2,1,94.8,0,其他,2,0,70,226
浦口,25988,3,1,2,1,79.27,0,3,2,1,70,206
秦淮,30114,2,1,2,1,59.11,0,1,3,1,70,178
江宁,27071,3,2,3,1,94.2,0,2,2,0,70,255
鼓楼,48068,2,1,3,1,50.97,0,3,2,0,70,245
江宁,36300,3,2,1,1,85.4,0,其他,2.5,1,70,310
江宁,26446,3,2,2,1,89.24,0,1,2,1,70,236
鼓楼,31710,3,1,1,1,82.94,0,3,3,1,70,263
雨花台,28321,2,1,2,1,54.73,0,其他,2,0,70,155
江宁,18503,3,2,3,1,116.2,0,3,2,0,70,215
江宁,27162,4,3,2,1,250.35,0,其他,1,1,70,680
江宁,28537,2,2,2,1,81.3,0,3,3,1,70,232
浦口,23643,2,1,1,1,76.98,0,3,2,1,70,182
秦淮,59580,2,1,2,1,53.71,0,3,2,0,70,320
秦淮,35353,3,2,2,1,120.5,0,3,2,0,70,426
江宁,21271,3,2,1,1,106.25,0,3,2,1,70,226
鼓楼,34099,3,2,1,1,169.51,1,3,1.5,1,70,578
秦淮,35118,3,1,3,1,70.62,0,2,2,0,70,248
江宁,27746,3,2,1,1,95.51,0,1,2,1,70,265
鼓楼,78517,3,1,2,1,78.71,0,2,4,0,70,618
玄武,34233,3,1,1,2,96.4,1,2,1.5,1,70,330
栖霞,23267,2,2,2,1,65.33,0,其他,4,1,70,152
雨花台,38152,3,2,2,1,141.54,1,其他,2,1,70,540
玄武,36977,1,1,2,1,36.51,1,1,2,0,70,135
建邺,44603,3,2,2,1,120.62,1,1,1.5,1,70,538
浦口,22511,3,2,2,1,115.5,0,1,2,0,70,260
建邺,50946,3,2,2,1,122.68,0,3,1.5,1,70,625
鼓楼,62224,3,1,2,1,72.32,0,其他,3,0,70,450
鼓楼,30827,3,1,2,1,82.72,0,其他,3,0,70,255
栖霞,34479,3,2,2,1,89.33,0,其他,1,1,70,308
秦淮,39675,2,1,2,1,67.55,0,3,2,0,70,268
浦口,25874,3,1,1,1,139.14,0,其他,2,1,70,360
江宁,25353,2,2,2,1,83.62,1,2,2,0,70,212
江宁,36430,3,2,1,1,87.84,0,3,2,1,70,320
江宁,28626,2,1,3,暂无数据,42.62,1,3,14.66666667,1,70,122
鼓楼,31807,3,1,3,1,80.8,0,2,2,0,70,257
江宁,28456,2,1,1,1,71.69,1,3,33.33333333,1,70,204
江宁,15257,5,2,3,2,160.59,0,其他,2,0,70,245
建邺,55627,2,2,2,1,102.47,0,其他,2,1,70,570
江宁,20413,3,2,2,1,127.37,0,其他,2,0,70,260
秦淮,38878,2,2,2,1,82.31,0,2,2,0,70,320
江宁,30992,3,2,2,1,121,1,1,2,1,70,375
鼓楼,62959,2,1,1,1,62.74,0,3,2,0,70,395
秦淮,36451,2,2,3,1,87.79,0,2,2,0,70,320
鼓楼,35548,2,1,3,1,49.23,0,2,5,0,70,175
秦淮,26384,1,1,3,1,42.45,1,2,2,0,70,112
浦口,26749,3,2,3,1,114.4,1,其他,2,1,70,306
建邺,29178,3,2,3,3,129.55,0,2,2,0,70,378
浦口,22652,4,2,1,1,132,1,1,4,1,70,299
鼓楼,66249,2,1,3,1,57.36,1,其他,2,0,70,380
栖霞,37809,4,2,3,1,177.21,0,其他,2,1,70,670
玄武,41000,2,1,3,1,52.44,0,1,2,0,70,215
江宁,24732,4,2,1,1,143.54,1,其他,2,1,70,355
建邺,27915,2,1,3,1,59.11,0,3,3,0,70,165
栖霞,32308,3,2,2,1,98.43,0,其他,3,1,70,318
江宁,24762,3,2,1,1,105,0,其他,2,0,70,260
建邺,51070,3,2,2,3,130.41,0,3,2,1,70,666
鼓楼,70210,2,1,3,1,56.26,0,3,2,0,70,395
江宁,26658,2,2,3,1,87.78,0,其他,2,0,70,234
浦口,23951,3,1,3,1,141.96,0,1,1.5,1,70,340
建邺,44355,2,2,1,1,94.24,1,2,2,1,70,418
玄武,29237,4,2,3,1,164.18,0,3,1,1,70,480
江宁,26883,6,4,3,3,222.45,0,其他,2,1,70,598
秦淮,48637,2,1,2,1,57.57,0,其他,3.333333333,1,70,280
栖霞,37411,3,2,1,1,88.21,1,3,2,1,70,330
鼓楼,45902,2,1,2,1,54.9,0,2,2,1,70,252
建邺,32732,2,1,2,1,64.77,0,其他,2,0,70,212
江宁,19571,4,2,3,2,140.52,0,3,2,1,70,275
雨花台,26738,2,2,3,2,65.45,0,其他,2,0,70,175
建邺,28342,3,2,3,1,88.21,0,3,2,0,70,250
江宁,19054,5,3,3,3,204.69,0,其他,2,0,70,390
江宁,26229,3,2,2,1,87.69,0,其他,2,1,70,230
秦淮,34231,2,1,3,1,52,0,2,4,1,70,178
江宁,24591,2,2,2,错层,91.5,0,其他,2,0,70,225
浦口,27656,2,1,3,1,79.19,0,其他,2,1,70,219
玄武,36939,3,2,3,1,123.99,0,3,3,暂无数据,70,458
秦淮,25554,2,1,3,1,64.57,1,2,2,0,70,165
江宁,26432,5,2,3,1,245.92,0,其他,1,1,70,650
玄武,27932,2,1,2,1,58,1,3,2,0,70,162
秦淮,40381,3,1,3,1,69.34,0,2,2,0,70,280
江宁,32649,2,2,2,1,86.68,0,3,1.5,1,70,283
秦淮,36064,1,1,1,1,42.98,1,2,3,0,70,155
江宁,27143,3,2,1,1,128.21,0,其他,4,1,70,348
江宁,29295,3,2,2,1,117.77,0,其他,2,0,70,345
浦口,22543,3,2,2,1,106.02,0,3,2,1,70,239
江宁,27608,3,1,2,1,89.83,1,其他,2,1,70,248
秦淮,34115,2,2,1,1,75.92,0,2,2,0,70,259
建邺,37934,2,1,2,1,61.95,0,2,2,0,70,235
江宁,28927,3,2,2,1,103.71,0,3,2,0,70,300
秦淮,32098,2,1,2,1,76.33,0,其他,3,0,70,245
栖霞,34232,3,2,1,1,122.11,0,其他,2,1,70,418
建邺,30315,2,1,2,1,52.78,0,3,2,0,70,160
秦淮,44823,4,2,3,暂无数据,149.48,0,其他,2,1,70,670
秦淮,29742,2,1,2,1,50.77,0,2,2,0,70,151
建邺,51287,3,2,3,1,126.74,0,3,1,1,70,650
江宁,27265,3,2,3,1,132.04,0,其他,4,1,70,360
秦淮,27477,2,1,2,1,62.6,0,其他,2,0,70,172
建邺,28453,1,1,2,1,38.31,1,2,3,0,70,109
江宁,26395,2,2,2,1,84.11,0,3,2,1,70,222
江宁,26833,3,2,3,1,88.7,0,其他,2,1,70,238
鼓楼,36949,2,1,2,1,50.07,0,其他,3,0,70,185
浦口,24470,2,2,3,1,92.36,0,3,2,1,70,226
秦淮,22385,2,1,3,1,75.5,0,2,5,1,70,169
建邺,42783,2,2,3,1,81.81,0,其他,2,1,70,350
秦淮,41917,2,1,2,1,50.1,0,3,2,0,70,210
秦淮,34734,2,1,2,1,63.34,1,其他,25,1,70,220
栖霞,37499,2,2,2,1,94.67,0,3,2,1,70,355
玄武,36074,2,1,1,1,71.52,0,3,2.666666667,1,70,258
鼓楼,32792,3,1,3,1,70.14,0,其他,2,0,70,230
江宁,25664,3,2,1,1,100.53,0,3,3,1,70,258
建邺,40149,2,2,2,1,94.4,1,3,3,1,70,379
浦口,19655,2,1,3,1,67.16,1,3,2,0,70,132
秦淮,29233,2,1,1,1,57.47,1,其他,100,1,70,168
秦淮,34518,2,1,3,1,59.39,1,2,2,0,70,205
栖霞,25085,5,2,1,暂无数据,259.12,1,其他,2,1,70,650
玄武,38240,2,1,3,1,64.07,0,其他,50,1,70,245
雨花台,39176,3,2,1,1,117.42,0,1,2,1,70,460
鼓楼,36437,2,2,3,1,115.27,0,其他,1.333333333,1,70,420
栖霞,23728,2,1,3,1,61.11,1,其他,3,0,70,145
江宁,24034,4,2,1,1,147.71,0,其他,2,1,70,355
秦淮,32662,2,1,2,1,57.56,0,2,2,0,70,188
浦口,26428,2,1,3,1,93.84,1,2,1.5,1,70,248
鼓楼,27921,2,1,3,1,44.77,1,3,3,0,70,125
江宁,36824,2,1,3,1,81.47,1,3,2.333333333,1,70,300
秦淮,27482,2,1,2,1,63.68,0,其他,2,0,70,175
秦淮,46151,2,2,1,1,88.84,0,其他,2,1,70,410
鼓楼,65022,2,1,3,1,52.29,0,2,3,0,70,340
建邺,33504,2,1,2,1,62.68,0,3,2,0,70,210
鼓楼,67861,2,1,2,1,55.85,0,其他,2,0,70,379
建邺,30330,2,1,3,1,45.83,0,2,4,0,70,139
浦口,21317,3,2,1,1,106.96,0,其他,4,1,70,228
建邺,44829,2,1,1,2,91.46,0,2,50,1,70,410
玄武,27344,3,2,1,1,117.03,1,2,2,0,70,320
秦淮,49578,2,1,2,1,65.15,0,其他,25,1,70,323
建邺,44601,2,1,1,3,73.99,0,其他,25,1,70,330
鼓楼,67703,2,1,2,1,64.99,0,其他,4,0,70,440
江宁,25798,3,2,2,1,126.37,0,3,2,0,70,326
江宁,24958,3,1,2,1,100.97,0,其他,1.5,1,70,252
江宁,26584,2,2,2,1,76.74,0,2,4,1,70,204
江宁,29961,1,1,1,1,43.39,0,3,20,1,70,130
江宁,38429,3,2,3,1,127.51,1,3,1,1,70,490
浦口,24853,3,1,1,1,89.73,0,3,2,1,70,223
玄武,35739,2,1,2,1,60.16,0,其他,50,1,70,215
鼓楼,29357,2,1,3,1,64.38,0,2,2,0,70,189
玄武,29403,2,1,2,1,61.22,0,1,2,0,70,180
鼓楼,54888,2,2,2,1,78.16,0,3,2,0,70,429
栖霞,23421,2,1,2,1,53.8,1,3,3,1,70,126
浦口,22743,2,2,2,1,73.43,0,其他,3,1,70,167
秦淮,37227,1,1,3,1,42.98,1,3,3,0,70,160
鼓楼,25905,4,2,3,3,138.2,0,3,2,0,70,358
江宁,28313,3,1,2,1,137.75,0,其他,2,1,70,390
江宁,30687,2,2,3,1,76.58,1,3,50,1,70,235
玄武,67231,2,1,1,1,50.87,0,2,2,0,70,342
江宁,27740,3,2,1,1,124.73,0,其他,2,1,70,346
栖霞,24105,3,1,1,1,87.12,0,2,2,0,70,210
秦淮,38493,2,1,2,1,50.14,0,其他,2,1,70,193
秦淮,29993,2,1,3,1,51.68,1,3,2,1,70,155
浦口,22971,2,2,1,1,93.6,1,其他,1.5,1,70,215
雨花台,30611,2,1,2,1,62.07,0,2,2,0,70,190
浦口,19974,4,2,3,2,160.21,1,3,4,1,70,320
建邺,25890,2,1,3,1,58.71,1,3,2,0,70,152
江宁,27273,3,2,2,1,115.5,0,其他,2,0,70,315
江宁,26605,3,2,1,1,95.85,0,2,2,1,70,255
玄武,27116,2,1,3,1,70.07,0,3,2,0,70,190
江宁,23618,4,1,2,1,141,0,其他,2,0,70,333
江宁,25481,2,2,3,1,97.33,0,3,2,1,70,248
浦口,24687,2,1,3,1,69.27,1,3,2,1,70,171
建邺,24120,2,1,3,1,76.7,0,其他,2,0,70,185
浦口,21814,2,2,2,1,93.06,0,1,2,1,70,203
鼓楼,30551,2,2,1,1,85.76,1,1,2,0,70,262
浦口,27422,2,2,2,1,80.23,1,3,2,1,70,220
栖霞,23433,4,2,3,1,128.03,0,3,2,0,70,300
江宁,30011,2,2,2,1,84.97,1,其他,2,1,70,255
鼓楼,33899,3,1,1,1,70.8,0,其他,2,0,70,240
秦淮,30685,2,2,2,1,94.51,0,其他,2,1,70,290
江宁,21880,3,2,2,1,116.55,0,3,3,1,70,255
栖霞,21108,6,2,1,2,284.26,0,1,2,1,70,600
建邺,31612,2,1,1,1,78.77,0,其他,2,0,70,249
建邺,30478,2,1,2,1,45.28,0,3,2,0,70,138
秦淮,39118,3,2,2,1,107.37,0,其他,2,0,70,420
建邺,39281,3,2,2,1,111.71,0,3,2,0,70,438.8
江宁,19868,2,1,1,1,69.46,0,2,50,1,70,138
秦淮,43586,2,1,3,1,68.83,1,其他,4,0,70,300
鼓楼,25055,3,1,3,1,77.83,1,2,2,0,70,195
玄武,28072,2,1,1,1,62.34,1,3,2,0,70,175
建邺,44922,2,1,3,1,69.01,0,其他,5,1,65,310
江宁,22260,3,2,2,1,94.34,1,其他,2,暂无数据,70,210
建邺,38265,2,1,2,1,70.3,0,其他,6,1,70,269
江宁,20932,3,2,1,1,88.86,0,2,2,1,70,186
鼓楼,57863,5,2,2,3,165.91,0,3,2,1,70,960
浦口,18126,3,2,3,1,135.17,0,1,3,1,70,245
鼓楼,31151,2,1,2,1,69.34,0,2,2,0,70,216
秦淮,35788,2,1,2,1,78.24,0,其他,2,0,70,280
江宁,31700,2,1,2,1,81.39,1,其他,2.5,1,70,258
江宁,28368,3,2,1,1,147,0,3,2,1,70,417
江宁,30000,2,1,2,1,68,1,2,2,1,70,204
秦淮,37015,2,1,1,1,83.75,0,其他,2,1,70,310
鼓楼,66638,3,2,3,1,92.29,0,3,2,0,70,615
玄武,25820,3,1,3,1,81.72,0,2,2,0,70,211
秦淮,35290,3,2,2,1,118.45,1,2,2,1,70,418
江宁,33748,1,1,2,1,45.93,0,3,3,1,70,155
秦淮,28139,3,1,3,1,83.87,0,2,2,0,70,236
江宁,28445,3,2,3,1,137.11,0,其他,2,1,70,390
栖霞,30191,3,2,1,1,124.21,0,3,1,1,70,375
鼓楼,33138,3,1,2,1,86.91,0,2,2,0,70,288
雨花台,34280,2,2,2,1,83.14,1,3,2,1,70,285
秦淮,36406,3,1,2,1,87.35,0,3,2,0,70,318
秦淮,32448,2,1,2,1,57.94,0,其他,2,0,70,188
鼓楼,38413,3,2,2,1,132.77,0,1,50,1,70,510
鼓楼,79501,2,1,1,1,70.44,0,3,4,0,70,560
江宁,25839,3,2,1,1,99.85,0,3,2,1,70,258
江宁,32810,2,1,3,1,57.91,1,其他,7,1,70,190
江宁,18867,3,2,1,1,103.89,0,2,2,0,70,196
雨花台,29474,1,1,1,1,47.5,1,3,100,1,70,140
浦口,28346,3,2,2,1,116.42,0,1,2,1,70,330
江宁,26216,2,2,3,2,83.92,0,其他,2,0,70,220
江宁,25010,2,2,1,1,108.76,0,其他,2,1,70,272
鼓楼,27845,2,1,3,1,66.44,1,2,2,0,70,185
江宁,30243,4,2,2,1,134.91,0,2,2,1,70,408
鼓楼,30673,7,2,3,1,264.08,0,其他,1,1,70,810
秦淮,28917,2,1,1,1,50.49,0,其他,2,0,70,146
浦口,28503,2,1,3,1,82.8,0,其他,1.5,1,70,236
浦口,23011,3,2,1,1,112.99,0,3,3,1,70,260
建邺,31608,2,1,3,1,59.48,0,3,2,0,70,188
江宁,28949,3,2,3,1,133.34,0,其他,4,1,70,386
雨花台,42155,3,2,2,1,137.59,0,2,2,1,70,580
玄武,46549,2,2,2,1,68.96,1,3,3,0,70,321
江宁,27053,3,2,1,1,128.64,0,其他,1.5,1,70,348
鼓楼,69005,2,1,1,1,53.33,0,3,2,0,70,368
栖霞,37317,3,2,2,1,125.95,0,其他,2,0,70,470
秦淮,29249,4,3,2,1,164.11,0,3,1,0,70,480
雨花台,21729,4,2,2,1,158.78,0,其他,2,0,70,345
鼓楼,50863,2,1,2,1,45.22,1,其他,2,0,70,230
秦淮,29883,2,1,2,1,61.24,1,其他,2,0,70,183
江宁,23465,4,2,2,错层,125.72,0,2,2,0,70,295
鼓楼,27186,2,1,3,1,56.28,0,3,3,0,70,153
江宁,28924,3,1,1,暂无数据,44.6,0,其他,16.5,1,70,129
江宁,31114,4,1,3,3,167.13,0,其他,1,1,70,520
建邺,35239,3,2,2,1,114.93,0,其他,2,0,70,405
江宁,24368,4,2,2,1,163.33,0,其他,2,1,70,398
鼓楼,53519,1,1,3,1,37.37,1,1,3,0,70,200
鼓楼,77683,2,1,1,1,61.79,0,2,2,0,70,480
浦口,22560,2,1,3,1,71.81,0,2,3,1,70,162
秦淮,29688,2,1,3,1,64,1,其他,5,1,70,190
秦淮,68244,1,1,2,1,33.41,0,3,4,0,70,228
江宁,30871,4,2,3,3,167.8,0,1,2,1,70,518
雨花台,25741,3,1,2,1,87.41,1,3,3,1,70,225
鼓楼,32296,2,1,2,1,68.12,0,其他,2,0,70,220
秦淮,46803,3,1,3,1,75.21,0,2,4,1,70,352
鼓楼,34007,2,2,2,1,89.69,0,3,3,1,70,305
江宁,33179,2,1,1,2,45.21,0,2,20,1,70,150
栖霞,34832,3,2,1,1,89,0,3,1,1,70,310
雨花台,33859,3,2,2,1,107.8,0,2,2,1,70,365
鼓楼,75015,3,2,2,1,84.65,0,3,2,0,70,635
秦淮,62952,2,1,2,1,48.45,0,3,2,0,70,305
浦口,20717,6,2,3,2,115.85,1,其他,2,0,70,240
栖霞,28449,2,1,2,1,44.29,0,3,2,0,70,126
江宁,25006,3,2,3,1,129.97,0,其他,4,1,70,325
秦淮,36776,3,2,2,1,99.25,0,3,2,0,70,365
建邺,50725,3,2,2,暂无数据,110.4,0,2,2,1,70,560
栖霞,22001,4,1,3,3,127.27,0,3,2,0,70,280
鼓楼,60844,2,1,3,1,50.95,0,2,2,1,70,310
建邺,29702,3,1,2,1,69.02,0,2,3,0,70,205
浦口,18625,2,2,2,1,101.48,0,2,2,1,70,189
鼓楼,26703,2,1,3,2,48.31,1,2,2,0,70,129
浦口,24211,3,2,1,1,95,0,2,2,1,70,230
浦口,22576,2,2,2,1,85.49,0,3,2,0,70,193
秦淮,33222,3,1,2,1,71.64,0,其他,2,0,70,238
秦淮,29895,1,1,1,1,40.81,0,其他,2,0,70,122
鼓楼,50526,2,1,3,1,98.96,1,3,1.5,1,70,500
栖霞,33401,3,1,1,1,113.77,0,3,1,1,70,380
建邺,34319,3,2,3,1,113.06,0,2,2,0,70,388
鼓楼,26634,2,1,1,1,48.81,0,2,2,0,70,130
鼓楼,40838,3,1,3,1,78.36,0,2,2,0,70,320
江宁,20162,2,1,1,1,79.36,0,2,1.5,1,70,160
浦口,20000,4,2,3,1,141.5,0,其他,3,1,70,283
玄武,28115,3,1,2,1,69.36,0,2,2,0,70,195
浦口,24174,2,2,2,1,87.7,0,其他,2,0,70,212
玄武,25819,2,1,2,1,65.07,0,其他,3,1,70,168
雨花台,31387,2,1,1,2,68.5,1,其他,100,1,70,215
雨花台,25626,2,2,3,1,81.95,0,2,2,0,70,210
江宁,21867,4,2,2,1,134.91,0,其他,2,0,70,295
江宁,22272,3,2,2,1,85.31,0,其他,2,1,70,190
江宁,22193,4,2,2,1,166.72,0,其他,2,0,70,370
鼓楼,31219,2,1,1,1,59.58,0,1,2,0,70,186
秦淮,35904,4,2,2,1,250.67,0,其他,1.5,1,70,900
浦口,22192,3,2,1,1,108.15,0,3,2,1,70,240
江宁,20948,1,1,2,1,67.79,1,2,8,1,70,142
栖霞,23668,4,1,3,3,84.08,0,3,2,0,70,199
浦口,23240,3,1,1,1,142,0,3,1.5,1,70,330
秦淮,56998,2,1,2,1,47.02,0,2,2,0,70,268
浦口,23792,2,2,2,1,79.86,0,3,2,0,70,190
玄武,43418,4,2,3,3,122.07,1,其他,2,0,70,530
鼓楼,51466,3,2,1,3,75.39,0,其他,33.33333333,1,70,388
玄武,30689,3,1,2,1,68.43,1,2,3,0,70,210
鼓楼,56403,3,1,1,1,121.98,0,2,4,1,70,688
建邺,34618,3,1,3,1,94.75,0,其他,2,0,70,328
