areaName,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
玄武,31317,2,2,2,1,94.2,1,3,2,1,70,295
鼓楼,39560,3,1,3,1,59.91,0,2,2,0,70,237
建邺,30354,3,2,2,1,125.19,0,2,1,1,70,380
鼓楼,34525,2,1,3,1,66.04,0,3,3,0,70,228
鼓楼,35449,3,1,3,1,83.22,0,3,3,1,70,295
江宁,20218,2,1,2,1,92,0,1,3,1,70,186
栖霞,36459,2,1,2,1,76.8,1,2,4,1,70,280
鼓楼,34117,3,2,2,1,87.64,0,3,2,0,70,299
雨花台,43486,3,2,2,1,119.58,0,3,2,1,70,520
建邺,49746,2,2,1,1,92.47,0,3,2,1,70,460
江宁,30385,2,2,3,暂无数据,85.57,0,3,2,1,70,260
建邺,41473,2,2,2,1,81.74,0,3,2.5,1,70,339
江宁,36342,2,2,2,暂无数据,49.53,0,3,10,0,70,180
秦淮,35401,2,1,1,1,67.23,0,其他,2,1,70,238
江宁,26341,2,1,2,1,74.41,0,3,2,1,70,196
鼓楼,30046,3,2,3,1,89.53,0,1,3,1,70,269
建邺,30396,3,1,3,1,62.18,0,3,2,0,70,189
秦淮,31217,2,1,3,1,47.09,1,2,3,0,70,147
江宁,22752,4,2,1,1,123.95,1,1,2,1,70,282
秦淮,36072,3,2,2,暂无数据,135.84,0,3,2,0,70,490
浦口,24350,3,2,3,1,90.35,0,3,2,0,70,220
江宁,21906,2,2,2,1,84.91,0,其他,2,1,70,186
鼓楼,25214,2,1,2,1,56.32,0,2,2,0,70,142
鼓楼,40642,3,1,3,1,79.23,0,2,2,0,70,322
建邺,30121,3,1,1,1,63.08,0,1,2,0,70,190
浦口,25657,2,1,1,1,68.21,1,2,3,1,70,175
栖霞,22738,2,1,2,1,65.09,0,2,2,0,70,148
浦口,20228,2,1,2,1,88,0,1,2,1,70,178
鼓楼,40604,2,1,3,1,72.9,0,3,2,0,70,296
玄武,41673,3,2,1,1,131.98,0,1,2,1,70,550
六合,15640,2,1,1,暂无数据,84.4,0,3,2,暂无数据,70,132
建邺,29929,2,1,2,1,57.47,0,3,2,0,70,172
江宁,22423,3,2,1,1,123.98,0,其他,2,0,70,278
江宁,24138,5,2,3,2,116.83,0,3,2,0,70,282
鼓楼,47438,4,2,3,2,189.3,0,3,2,1,70,898
浦口,22939,2,2,1,1,80.65,0,3,2,0,70,185
鼓楼,28966,3,1,1,1,86.31,0,2,2,0,70,250
建邺,28398,4,2,3,暂无数据,126.77,0,3,2,0,70,360
江宁,27660,3,2,2,1,117.5,0,2,2,1,70,325
雨花台,44920,3,2,2,1,117.99,0,3,2,1,70,530
玄武,25024,3,2,1,1,127.08,0,其他,2,0,70,318
江宁,43964,3,2,2,1,110.32,0,3,2,1,70,485
玄武,30943,3,1,3,1,109.88,0,3,2,1,70,340
六合,11263,3,2,3,暂无数据,103,0,3,1,暂无数据,70,116
鼓楼,40842,2,1,2,1,72.23,0,其他,2,0,70,295
建邺,29218,2,1,3,1,63.66,0,2,2,0,70,186
江宁,31563,1,1,1,1,38.02,1,其他,46,0,70,120
鼓楼,46720,4,2,3,2,176.8,0,其他,2,1,70,826
江宁,28265,2,2,2,1,89.51,0,3,33.33333333,1,70,253
建邺,36137,3,2,3,1,86.34,0,2,2,0,70,312
栖霞,22006,3,1,3,1,84.98,1,3,4,1,70,187
江宁,24526,3,2,3,1,130.07,0,其他,4,1,70,319
玄武,31408,2,1,2,1,65.27,1,3,4,0,70,205
浦口,23839,2,2,1,1,90.19,1,3,2,1,70,215
鼓楼,31031,3,1,3,1,74.12,0,2,2,0,70,230
雨花台,31362,3,2,1,1,81.31,0,3,2,0,70,255
鼓楼,57443,3,1,2,1,80.08,0,2,2,0,70,460
江宁,27457,2,1,1,1,55.36,1,其他,6,1,70,152
雨花台,24839,2,2,3,暂无数据,74.48,0,3,2,1,70,185
江宁,30828,2,1,2,1,68.12,1,3,2,1,70,210
栖霞,30742,3,1,2,1,101.49,1,1,2,1,70,312
玄武,28933,2,2,3,1,74.31,0,2,2,0,70,215
鼓楼,33943,2,1,3,1,73.36,1,2,50,1,70,249
秦淮,42572,2,2,1,3,57.55,0,2,8,1,70,245
雨花台,43783,3,2,2,1,119.91,0,其他,2,1,70,525
秦淮,28480,2,2,1,1,65.31,1,其他,2,0,70,186
江宁,19204,3,2,1,1,91.65,0,3,2,0,70,176
玄武,41063,3,1,2,1,64.78,0,2,2,0,70,266
江宁,24422,3,1,2,1,85.99,0,其他,2,1,70,210
浦口,21591,2,2,2,1,87.54,1,3,2,1,70,189
鼓楼,48787,3,2,1,1,119.91,0,3,2,1,70,585
秦淮,40853,3,1,2,1,68.54,1,3,2,0,70,280
江宁,31191,3,2,3,1,110.61,0,1,1.5,1,70,345
江宁,27846,3,2,3,1,90.86,0,3,2,1,70,253
建邺,53652,3,2,3,1,137.74,1,3,2,1,70,739
秦淮,33562,3,2,2,1,97.73,0,其他,2,0,70,328
江宁,20440,2,2,3,1,70.94,1,1,2,暂无数据,70,145
江宁,34571,3,2,2,1,121.49,0,其他,2,1,70,420
秦淮,30997,2,1,3,1,49.36,0,3,2,0,70,153
江宁,25988,3,1,3,1,95.43,0,其他,2,1,70,248
栖霞,27509,3,2,2,1,108.33,0,3,2,1,70,298
玄武,30021,2,1,2,1,64.29,0,3,2,0,70,193
鼓楼,37521,2,1,1,1,61.3,1,3,2,0,70,230
玄武,26267,3,2,2,1,74.24,0,其他,2,0,70,195
浦口,25284,3,2,3,1,90.97,0,3,2,1,70,230
鼓楼,59439,3,2,1,1,117.6,0,3,2,0,70,699
栖霞,26678,3,2,1,1,110.58,0,2,2,0,70,295
玄武,41617,3,2,3,3,90.83,0,3,2,0,70,378
秦淮,58503,2,1,2,1,43.93,0,其他,2,0,70,257
雨花台,25460,2,1,3,1,70.7,1,2,2,1,70,180
雨花台,40239,3,2,3,暂无数据,125.75,0,3,2,0,70,506
江宁,31602,2,1,1,1,71.2,1,其他,20,1,70,225
建邺,36726,2,2,3,1,105.65,1,3,1,1,70,388
秦淮,67318,1,1,1,1,37.88,0,其他,3,0,70,255
建邺,41221,2,2,3,1,84.91,1,3,2,1,70,350
秦淮,33715,4,2,1,1,207.33,1,其他,1.5,1,70,699
秦淮,29014,2,2,1,1,61.35,0,其他,2,0,70,178
秦淮,54832,2,1,1,1,52.16,0,其他,2,0,70,286
栖霞,35679,3,2,3,1,89.13,0,3,2,1,70,318
秦淮,42817,3,2,3,1,94.59,1,2,2,0,70,405
六合,17158,2,1,2,暂无数据,84.51,1,3,3,1,70,145
江宁,32250,2,2,1,1,71.63,0,2,1.5,1,70,231
建邺,28648,2,1,2,1,52.36,0,其他,8,0,70,150
浦口,24580,3,2,2,1,115.95,1,2,2,1,70,285
建邺,48189,2,2,1,1,87.78,1,2,1.5,1,70,423
秦淮,33232,2,1,3,1,55.67,0,其他,2,0,70,185
鼓楼,38268,1,1,2,1,53.57,0,3,7,1,70,205
江宁,29790,2,2,2,1,95.67,0,3,1.5,1,70,285
六合,13125,3,2,2,暂无数据,125.72,1,3,2,0,70,165
秦淮,25912,1,1,2,1,50.17,1,2,3,1,70,130
江宁,38401,3,2,2,2,100.52,0,3,3,1,70,386
秦淮,57199,2,0,1,1,46.33,0,2,3,0,70,265
栖霞,35090,2,2,1,1,86.92,1,1,2,1,70,305
浦口,22445,3,2,3,1,118.07,0,3,2,1,70,265
玄武,33176,2,2,3,1,88.92,0,2,2,1,70,295
江宁,27541,1,0,2,1,36.31,0,3,33.33333333,1,70,100
江宁,27831,3,2,3,1,95.22,1,3,1,1,70,265
江宁,23112,3,2,1,1,95.19,0,2,2,0,70,220
秦淮,32773,2,1,3,1,45.77,1,2,4,0,70,150
玄武,30183,3,2,3,1,82.83,0,2,2,0,70,250
江宁,26236,2,2,1,1,108.63,0,3,3,1,70,285
江宁,32972,2,1,1,1,76.43,0,3,1.5,1,70,252
浦口,22911,3,2,2,1,89.48,0,3,2,0,70,205
江宁,29754,3,1,2,1,100.83,0,2,1.5,1,70,300
江宁,32157,2,2,1,1,88.63,1,2,2.333333333,1,70,285
江宁,33507,2,1,2,2,46.26,0,2,15,1,70,155
浦口,24539,3,2,1,1,93.73,0,1,2,1,70,230
玄武,40180,2,1,1,1,95.82,1,其他,1.5,1,70,385
建邺,40689,2,2,1,1,92.9,0,3,2,0,70,378
江宁,27387,2,2,2,1,89.46,0,其他,2,1,70,245
江宁,31845,2,2,3,1,96.72,0,3,2,1,70,308
浦口,22596,3,2,2,1,132.77,0,1,2,1,70,300
玄武,30784,2,2,3,1,95.18,0,3,2,1,70,293
浦口,21913,3,1,2,1,88.99,1,其他,2,1,70,195
秦淮,35157,3,2,1,1,122.31,0,2,2,0,70,430
江宁,25872,4,2,3,3,174.71,0,1,2,0,70,452
秦淮,52711,3,1,1,1,73.04,0,2,2,0,70,385
浦口,26733,2,1,1,1,74.44,0,3,2.5,1,70,199
鼓楼,52236,3,1,1,1,90.36,0,2,2,0,70,472
江宁,23898,3,2,2,错层,124.7,0,3,2,1,70,298
江宁,31207,2,2,1,1,71.46,0,3,2,0,70,223
江宁,45114,3,2,3,1,128.12,0,3,2,1,70,578
浦口,28646,3,2,1,1,134.4,0,1,2,0,70,385
江宁,23107,2,2,3,1,91.75,0,3,2,0,70,212
雨花台,36755,2,1,3,1,75.91,0,其他,1.5,1,70,279
秦淮,33613,2,1,1,1,58.61,0,2,2,0,70,197
浦口,20549,2,2,1,1,90.03,0,1,2,1,70,185
秦淮,58639,1,1,1,1,41.27,0,2,2,0,70,242
江宁,33723,2,1,2,2,46.26,0,3,15,1,70,156
江宁,25602,2,2,2,1,76.95,0,2,4,1,70,197
江宁,26722,3,2,1,1,92.81,0,其他,2,1,70,248
江宁,29209,3,2,2,1,106.82,0,3,2,1,70,312
浦口,26770,2,2,3,1,82.93,1,2,4,1,70,222
江宁,39604,3,2,3,1,89.89,0,3,2,1,70,356
浦口,24336,3,2,3,1,106.84,0,3,2,1,70,260
浦口,21884,2,2,1,1,94.59,0,2,2,1,70,207
江宁,23604,3,2,2,1,143.2,0,其他,2,1,70,338
栖霞,27001,2,1,1,1,51.85,0,3,3,0,70,140
江宁,25000,3,2,1,1,80.8,0,其他,2,1,70,202
鼓楼,42158,2,1,1,1,64.52,0,2,4,0,70,272
江宁,29305,3,2,2,1,134.79,1,2,4,1,70,395
秦淮,41775,3,1,1,1,143.63,0,其他,1.5,1,70,600
秦淮,31936,2,1,3,1,73.9,0,2,2,1,70,236
秦淮,33251,2,1,3,1,56.54,1,3,3,0,70,188
浦口,24923,2,2,2,1,71.02,1,1,3,1,70,177
江宁,26018,3,1,2,1,98.01,0,1,2,1,70,255
鼓楼,47953,3,2,2,1,119.91,0,2,2,1,70,575
江宁,29166,2,1,3,1,61.03,0,其他,2,0,70,178
玄武,25081,2,1,1,1,55.82,1,1,4,1,70,140
秦淮,33372,2,2,1,1,77.91,0,2,2,0,70,260
秦淮,30873,2,1,2,1,71.26,0,2,2.5,1,70,220
鼓楼,39128,3,2,3,1,95.84,0,2,2,0,70,375
江宁,35186,2,2,2,1,89.81,0,其他,2,1,70,316
江宁,21786,2,2,1,1,84.46,0,3,2,0,70,184
浦口,20339,3,2,1,1,120.46,0,3,2,1,70,245
秦淮,31753,2,1,2,1,50.39,0,其他,2,0,70,160
浦口,23598,2,2,3,1,79.67,0,3,2,0,70,188
栖霞,28896,1,1,1,1,43.26,1,2,3,0,70,125
秦淮,28877,3,2,3,1,120.86,1,2,2,1,70,349
栖霞,23301,2,1,2,1,62.23,1,其他,4,0,70,145
浦口,23088,2,1,2,1,70.6,0,3,3,1,70,163
秦淮,26844,2,1,3,1,75.25,0,3,4,1,70,202
秦淮,55040,2,1,2,1,46.33,1,2,2,0,70,255
江宁,30931,3,2,1,1,116.39,0,其他,2,0,70,360
雨花台,25417,3,1,1,1,84.59,0,3,2,0,70,215
玄武,54756,2,1,3,1,62.46,0,3,3.333333333,1,70,342
鼓楼,35329,4,2,3,1,183.99,0,1,1.5,1,70,650
鼓楼,76867,2,1,2,1,67.39,0,其他,4,1,70,518
玄武,29093,3,2,3,1,116.18,0,其他,4,1,70,338
鼓楼,26163,3,1,2,1,78.74,0,2,2,1,70,206
江宁,38907,3,2,1,1,97.67,1,其他,2.5,1,70,380
江宁,21282,3,2,1,1,140.03,0,3,2,0,70,298
秦淮,38948,3,1,3,1,79.08,1,2,100,1,65,308
江宁,25108,2,2,1,暂无数据,37.04,0,3,14.66666667,1,70,93
浦口,20811,2,2,1,1,81.21,0,3,2,1,70,169
秦淮,32636,2,1,2,1,64.96,0,1,4,1,70,212
秦淮,35571,2,2,1,1,82.09,0,其他,6,1,70,292
玄武,24796,2,1,2,1,74.61,0,2,2,0,70,185
建邺,39119,2,1,2,1,70.3,0,其他,6,1,70,275
秦淮,27108,2,1,2,1,60.13,0,2,2,0,70,163
浦口,24812,3,2,3,1,116.88,0,3,2,1,70,290
浦口,22916,3,2,2,1,89.46,1,3,2,1,70,205
江宁,22463,3,2,3,1,119.31,1,其他,2,0,70,268
秦淮,59972,2,0,1,1,42.02,0,3,4,0,70,252
秦淮,42688,2,1,3,1,53.88,1,2,2,0,70,230
鼓楼,52099,4,1,3,1,81,0,2,2,0,70,422
秦淮,30567,2,1,2,1,59.87,0,2,2,1,70,183
江宁,25600,2,2,2,1,85.55,1,其他,2,1,70,219
鼓楼,65887,2,1,1,1,81.2,0,3,4,1,70,535
江宁,24607,4,2,3,1,123.95,0,其他,2,1,70,305
鼓楼,43128,2,1,2,1,53.33,0,2,2,0,70,230
江宁,28950,3,2,1,1,99.83,0,其他,2,0,70,289
雨花台,34280,2,1,2,1,83.14,1,3,2,1,70,285
浦口,28915,3,2,2,1,93.38,0,3,2,1,70,270
鼓楼,48026,4,2,1,1,160.33,1,3,2,0,70,770
江宁,29275,2,2,2,1,96.67,0,3,1.5,1,70,283
江宁,24359,3,2,3,1,69.38,1,3,2,1,70,169
秦淮,38817,3,2,3,1,103.05,0,2,2,0,70,400
鼓楼,97288,2,1,3,1,53.45,0,3,2,0,70,520
江宁,37170,3,2,2,1,103.58,0,其他,2,1,70,385
鼓楼,42416,3,2,1,1,98.55,1,3,2,1,70,418
建邺,42681,3,2,3,1,132.38,0,其他,2,1,70,565
秦淮,31473,3,2,3,2,73.08,0,2,1,0,70,230
秦淮,59049,2,1,1,1,47.08,1,3,2,0,70,278
浦口,27344,4,2,2,1,128,0,1,1.5,1,70,350
建邺,32765,2,1,2,1,50.36,0,2,2,0,70,165
江宁,32880,2,2,2,1,86.68,0,3,1.5,1,70,285
鼓楼,25007,3,1,2,1,72.38,0,1,2,1,70,181
秦淮,34692,3,2,2,1,100.89,0,3,2,0,70,350
建邺,54701,3,2,3,1,146.25,0,3,2,1,70,800
浦口,25393,3,2,3,1,93.73,0,其他,2,1,70,238
鼓楼,40523,2,1,3,1,61.2,0,1,3,0,70,248
建邺,44764,3,2,3,1,110.58,1,3,1.333333333,1,70,495
秦淮,40168,2,2,2,1,93.36,0,其他,2,1,70,375
浦口,23077,3,2,3,1,117,1,3,3,1,70,270
鼓楼,60748,2,2,2,3,51.36,1,3,4,1,70,312
秦淮,34281,2,1,2,1,51.05,0,2,2,0,70,175
浦口,24297,2,2,1,2,88.49,1,2,2,1,70,215
雨花台,30949,2,1,1,2,68.5,0,3,100,1,70,212
江宁,38719,3,2,2,1,85.23,0,其他,2.5,1,70,330
鼓楼,46571,4,1,3,1,182.52,0,3,1,0,70,850
鼓楼,37830,2,1,1,1,68.2,0,2,3,0,70,258
江宁,23115,2,1,2,1,62.73,1,3,4.5,1,70,145
建邺,42534,4,2,3,1,128.84,0,2,2,1,70,548
秦淮,32009,3,2,2,1,118.72,0,2,2,0,70,380
玄武,33251,3,2,1,1,104.66,0,2,2,0,70,348
栖霞,34783,3,2,2,1,89.7,0,3,1,1,70,312
鼓楼,91110,3,1,2,1,72.44,0,2,2,0,70,660
秦淮,33251,2,1,2,1,60.15,1,3,2,0,70,200
鼓楼,64728,3,2,2,1,112.78,0,3,1,1,70,730
建邺,36223,2,1,1,1,85.03,0,2,2,0,70,308
玄武,47474,4,2,3,1,147.03,0,其他,2,1,70,698
江宁,25532,2,2,1,1,84.21,0,3,2,0,70,215
鼓楼,39280,3,1,2,1,91.65,0,2,2,1,65,360
秦淮,27347,3,1,1,1,75.33,0,2,3,0,70,206
鼓楼,37432,2,1,1,1,50.76,0,2,2,0,70,190
江宁,18337,3,2,2,1,117.25,0,1,2,0,70,215
江宁,19844,3,2,1,1,78.11,1,3,2,1,70,155
栖霞,24136,2,2,3,1,76.65,0,2,2,1,70,185
栖霞,29558,3,2,2,1,90.67,0,其他,2,0,70,268
鼓楼,81855,3,1,2,1,75.5,0,3,3,0,70,618
秦淮,27834,2,1,3,1,49.94,0,2,2,0,70,139
浦口,23884,2,2,2,1,90.02,0,1,2,1,70,215
江宁,25934,3,1,1,1,88.69,1,其他,1.5,1,70,230
秦淮,59811,2,1,1,1,50.66,0,其他,2,0,70,303
江宁,25999,3,2,2,1,101.93,0,3,2,1,70,265
建邺,35301,3,2,1,1,134.56,0,3,1,1,70,475
浦口,25488,3,2,2,1,90.24,0,2,2,0,70,230
秦淮,27627,2,1,3,1,62.26,1,3,2,0,70,172
江宁,30639,2,2,1,1,76.7,1,3,4,1,70,235
建邺,40568,3,2,2,1,103.53,0,2,2,1,70,420
秦淮,30061,2,1,2,1,49.9,0,2,2,0,70,150
江宁,31211,3,2,2,1,110.54,0,其他,4,1,70,345
玄武,31838,3,2,1,1,128.78,1,3,2,0,70,410
浦口,23270,2,1,2,1,69.62,0,1,2,1,70,162
建邺,63531,3,2,2,1,103.1,0,3,2,1,70,655
鼓楼,71869,2,1,3,1,50.37,0,2,3,0,70,362
江宁,28519,3,2,1,1,103.44,0,3,2,0,70,295
鼓楼,59138,3,2,2,1,140.35,1,3,2,1,70,830
秦淮,31930,3,1,2,1,81.43,0,3,2,0,70,260
江宁,25464,3,2,3,1,91.11,0,3,2,1,70,232
浦口,18147,3,1,2,1,107.46,1,2,2,0,70,195
建邺,33004,2,1,2,1,78.78,0,3,2,0,70,260
江宁,20432,3,2,1,1,87.12,0,3,2,1,70,178
浦口,22083,3,2,2,1,114.57,0,3,2,1,70,253
栖霞,24416,2,1,2,1,68.81,1,3,2,0,70,168
浦口,21568,2,1,2,1,87.17,0,2,2,1,70,188
江宁,21689,4,2,2,1,129.1,0,其他,2,0,70,280
秦淮,32537,2,1,3,1,39.34,0,3,2,0,70,128
浦口,27878,2,1,2,1,83.58,1,3,3,1,70,233
秦淮,37823,4,2,3,1,158.37,0,2,1,1,70,599
秦淮,53437,2,1,3,1,50.34,0,2,2,0,70,269
建邺,34829,3,2,2,1,110.83,0,2,10,1,70,386
玄武,39445,3,1,2,1,63.38,1,其他,2,0,70,250
江宁,38999,3,1,3,3,93.85,1,3,3,1,70,366
浦口,29872,3,2,1,1,113.15,1,3,1.5,1,70,338
栖霞,22641,1,1,3,1,41.96,0,3,2,0,70,95
雨花台,33242,2,2,2,2,69.19,0,3,100,1,70,230
江宁,32427,4,3,3,2,91.9,1,其他,2,0,70,298
江宁,27168,3,2,1,1,84.66,1,其他,1.5,1,70,230
建邺,65345,3,2,2,1,107.89,0,3,2,1,70,705
浦口,27831,3,2,2,1,95.22,0,2,3,1,70,265
浦口,23635,2,2,1,1,80.39,0,3,2,0,70,190
江宁,27713,4,2,1,1,153.36,0,其他,1.5,1,70,425
建邺,60837,2,2,1,1,92.05,0,2,2,1,70,560
秦淮,35022,3,1,2,1,63.96,0,其他,2,0,70,224
鼓楼,62019,2,1,3,1,53.21,0,2,3,0,70,330
建邺,36425,2,1,1,1,86.48,0,3,2,0,70,315
秦淮,40682,2,2,2,1,76.94,1,3,33.33333333,1,65,313
秦淮,30733,3,1,3,1,74.84,1,3,2,1,70,230
建邺,35088,4,1,3,3,55.86,0,2,2,0,70,196
江宁,37141,1,1,2,2,32.31,0,其他,25.5,1,70,120
建邺,38598,3,2,2,1,107.52,0,3,2,1,70,415
江宁,24254,4,2,1,1,117.51,0,其他,2,1,70,285
秦淮,39049,3,1,3,1,68.12,0,2,2,0,70,266
浦口,30455,3,2,1,1,88,0,其他,2,1,70,268
浦口,22517,2,2,2,1,80.83,1,3,2,1,70,182
江宁,23137,2,2,2,1,89.47,0,3,2,0,70,207
玄武,22849,2,2,3,1,69.15,0,2,2,0,70,158
秦淮,25655,3,1,1,1,77.18,0,其他,2,0,70,198
建邺,51116,4,1,1,1,144.77,0,其他,1,1,70,740
秦淮,36745,3,1,3,1,73.48,0,1,3,0,70,270
秦淮,33676,2,1,1,1,59.39,0,2,2,0,70,200
雨花台,33285,2,1,1,2,68.5,1,3,100,1,70,228
秦淮,30820,2,1,1,1,48.67,0,1,2,0,70,150
浦口,29319,3,2,2,1,88,0,其他,2,1,70,258
江宁,23644,3,2,1,1,145.92,0,1,2,0,70,345
雨花台,25198,2,1,2,1,68.26,0,2,2,0,70,172
鼓楼,45427,3,2,3,1,164,1,3,2,1,70,745
江宁,27999,2,2,1,1,86.79,0,3,2,1,70,243
鼓楼,74934,1,1,3,1,56.05,0,3,33.33333333,1,70,420
秦淮,39720,3,2,2,1,118.33,0,3,2,0,70,470
建邺,53795,4,2,3,1,168.42,0,3,1,1,70,906
鼓楼,36734,2,2,2,1,76.77,0,2,1,0,70,282
秦淮,50006,2,2,3,1,91.99,0,2,1,1,70,460
江宁,27553,3,2,1,1,92.55,0,3,2,1,70,255
秦淮,34870,2,1,3,1,80.3,0,2,2,0,70,280
建邺,52017,3,2,1,1,141.3,0,其他,1.5,1,70,735
浦口,26860,3,2,1,1,111.32,1,3,1.5,1,70,299
鼓楼,32461,2,1,1,1,44.67,0,2,2,0,70,145
栖霞,27896,3,1,2,1,84.96,0,3,2,0,70,237
江宁,32808,2,1,3,1,71.63,1,其他,1.5,1,70,235
浦口,26137,3,2,1,1,88,0,1,2,1,70,230
江宁,27874,3,2,3,1,110.5,0,其他,2,0,70,308
建邺,29213,5,2,2,3,184.51,0,2,2,0,70,539
秦淮,44746,3,2,3,2,82.69,0,2,2,0,70,370
建邺,26810,2,1,3,1,67.14,0,3,3,0,70,180
江宁,27608,3,2,2,1,95.99,0,3,1,1,70,265
浦口,21560,3,2,1,1,111.32,1,其他,2,1,70,240
建邺,35273,2,1,2,1,92.14,1,2,2,1,70,325
江宁,29378,2,2,1,1,67.74,0,3,2,1,70,199
鼓楼,44810,3,2,2,1,147.29,0,其他,1.5,1,70,660
秦淮,34483,2,1,3,1,65.25,0,3,2,0,70,225
浦口,22341,2,2,2,1,94,0,其他,1,1,70,210
秦淮,39482,3,1,2,1,81.05,0,2,2,0,70,320
秦淮,31786,3,2,1,1,88.09,0,其他,4,0,70,280
江宁,31933,2,2,2,1,79.23,0,其他,2,1,70,253
浦口,22531,2,2,3,1,82.11,0,其他,2,0,70,185
秦淮,57665,2,2,3,2,62.43,0,其他,2.5,1,70,360
江宁,24700,3,2,3,1,111.34,0,其他,2,1,70,275
浦口,23896,3,2,2,1,121.36,0,3,2,1,70,290
鼓楼,42492,3,1,1,1,85.9,1,2,2,0,70,365
江宁,10054,3,2,1,1,102.45,1,2,7,1,70,103
建邺,22776,2,2,3,1,70.25,0,3,3,0,70,160
秦淮,28072,3,1,3,1,76.59,0,3,2,0,70,215
秦淮,32450,2,1,1,1,55.47,1,1,4,0,70,180
浦口,31319,4,2,3,2,105.37,0,3,4,1,70,330
秦淮,36528,2,1,1,1,48.73,1,2,3,0,70,178
秦淮,55387,2,1,1,1,46.04,0,其他,2,0,70,255
江宁,23793,5,2,3,3,197.54,0,3,2,0,70,470
秦淮,28402,2,1,2,1,50.35,0,2,3,0,70,143
栖霞,28335,3,2,2,1,121.76,1,3,1,1,70,345
鼓楼,65265,3,1,2,1,68.95,1,其他,3,0,70,450
栖霞,35459,3,2,3,1,87.99,0,1,2,1,70,312
浦口,22538,2,1,2,1,86.08,1,1,2,1,70,194
秦淮,39970,2,1,1,1,66.05,1,其他,3,0,70,264
鼓楼,53013,3,1,1,1,62.25,0,其他,3,0,70,330
栖霞,22134,3,2,3,1,84.94,1,3,4,1,70,188
栖霞,27917,2,1,2,1,85.97,1,2,2,0,70,240
栖霞,26459,2,1,1,1,73.7,0,3,2,1,70,195
浦口,19244,3,2,1,1,109.13,0,2,2,1,70,210
秦淮,42726,2,1,3,1,44.47,0,其他,2,0,70,190
鼓楼,39342,3,1,3,1,97.86,0,2,2.666666667,1,70,385
秦淮,30431,2,2,1,1,102.53,0,其他,2,1,70,312
江宁,28064,2,2,2,1,88.37,0,3,6,0,70,248
玄武,30668,3,2,2,1,129.78,0,2,2,1,70,398
浦口,22783,3,2,3,1,115,0,1,2,1,70,262
建邺,27305,5,2,3,2,135.51,0,2,2,0,70,370
秦淮,27497,2,1,2,1,48.37,1,3,3,1,70,133
栖霞,29919,3,2,2,1,103.95,1,其他,2,1,70,311
鼓楼,64681,2,1,3,1,58.75,0,2,2,0,70,380
浦口,21637,3,2,1,1,95.21,0,1,2,1,70,206
江宁,23617,3,2,1,1,113.48,0,3,3,1,70,268
秦淮,29955,2,1,1,1,59.09,0,3,3.333333333,1,70,177
建邺,31193,2,1,2,1,54.5,0,2,2,0,70,170
建邺,27006,3,1,3,1,87.02,0,2,3,0,70,235
鼓楼,41027,3,1,1,1,93.11,0,3,2,0,70,382
江宁,16303,3,2,3,1,109.8,1,3,2,1,70,179
江宁,20710,2,1,2,1,82.57,0,3,2,0,70,171
江宁,21308,3,2,3,1,116.39,0,3,2,0,70,248
秦淮,30457,1,1,1,1,39.4,0,2,2,1,70,120
江宁,24266,3,2,3,1,135.17,0,3,2,0,70,328
栖霞,21163,3,1,3,1,84.11,0,其他,4,1,70,178
鼓楼,31849,3,1,1,1,77.24,0,2,2,0,70,246
江宁,41743,3,1,3,1,88.4,0,3,1,1,70,369
江宁,27450,2,2,2,1,79.42,0,3,2,0,70,218
建邺,49668,2,2,2,1,88.59,0,3,1.5,1,70,440
浦口,18314,3,2,3,3,95.56,0,3,2,0,70,175
鼓楼,38800,4,2,1,1,162.89,0,3,1.5,1,70,632
江宁,24189,2,1,1,1,82.27,0,3,4,1,70,199
秦淮,28978,1,1,2,1,54.87,0,3,2,1,70,159
江宁,31153,2,2,2,1,80.25,1,3,2,1,70,250
江宁,13557,2,1,3,1,63.44,1,2,100,0,70,86
秦淮,36105,2,1,1,1,54.01,0,其他,2,0,70,195
栖霞,23668,3,1,2,1,84.08,0,3,2,0,70,199
秦淮,35379,2,1,3,1,87.34,0,3,2,1,70,309
建邺,29401,2,1,3,1,50.68,0,3,2,0,70,149
栖霞,18680,5,2,3,1,99.04,0,3,2,暂无数据,70,185
江宁,25081,4,2,2,1,143.54,0,3,2,1,70,360
浦口,23206,2,1,2,1,78.43,0,3,2,0,70,182
建邺,37748,2,1,2,1,66.76,0,2,2,0,70,252
鼓楼,80244,2,1,2,1,55.83,0,2,2,0,70,448
江宁,27154,2,2,1,1,93.91,0,3,2,0,70,255
鼓楼,37063,4,2,3,1,215.85,0,3,1.5,1,70,800
秦淮,28198,3,1,3,1,74.83,0,其他,2,1,70,211
江宁,30655,2,2,1,1,77.64,1,3,2,1,70,238
秦淮,30663,2,1,2,1,53.16,0,3,3,0,70,163
秦淮,38536,3,2,2,1,103.8,0,3,2,0,70,400
江宁,25305,2,2,1,1,77.06,0,3,4,1,70,195
秦淮,28004,2,1,1,1,63.92,0,3,2,0,70,179
栖霞,26882,3,2,2,1,102.3,1,3,2,0,70,275
江宁,27803,3,2,2,1,145.67,0,3,2,1,70,405
建邺,59991,3,2,2,1,100.85,0,3,2,1,70,605
秦淮,38208,3,1,3,1,80.09,1,3,100,1,65,306
